#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_338297 flag=0 multi=39.5113 len=5928	0.00042	0.05780	0.00001	0.00083	456	8
k127_126368 flag=1 multi=36.9893 len=33913	0.00042	0.05655	0.00001	0.00062	456	7
k127_32767 flag=1 multi=53.6514 len=5503	0.00042	0.06041	0.00000	0.00056	456	5
k127_673617 flag=0 multi=87.5912 len=5995	0.00042	0.06297	0.00000	0.00035	456	3
k127_2648223 flag=0 multi=134.5203 len=1805	0.00042	0.06024	0.00000	0.00026	456	2
k127_859190 flag=0 multi=49.9874 len=4961	0.00042	0.06020	0.00000	0.00015	456	1
k127_2517199 flag=1 multi=148.0000 len=1042	0.00042	0.05880	0.00000	0.00000	456	0
k127_1816641 flag=1 multi=33.9569 len=7779	0.00042	0.06069	0.00000	0.00000	456	0
k127_1780106 flag=0 multi=121.8458 len=1392	0.00042	0.06029	0.00000	0.00000	456	0
k127_5497063 flag=0 multi=66.0641 len=1656	0.00042	0.06201	0.00003	0.00364	455	28
k127_105214 flag=0 multi=194.8161 len=1938	0.00042	0.05997	0.00002	0.00203	455	18
k127_2037648 flag=0 multi=44.2395 len=15389	0.00042	0.05962	0.00001	0.00142	455	12
k127_2194078 flag=1 multi=51.4539 len=6732	0.00042	0.05975	0.00001	0.00094	455	10
k127_4654997 flag=1 multi=40.3728 len=4607	0.00042	0.06117	0.00001	0.00080	455	8
k127_2306027 flag=0 multi=27.1210 len=13235	0.00042	0.06290	0.00001	0.00086	455	7
k127_5484295 flag=0 multi=57.1035 len=5210	0.00042	0.06079	0.00000	0.00053	455	4
k127_5839729 flag=1 multi=34.5478 len=5943	0.00042	0.05948	0.00000	0.00027	455	3
k127_152140 flag=0 multi=101.3315 len=4021	0.00042	0.05976	0.00000	0.00014	455	3
k127_64414 flag=1 multi=35.0000 len=13716	0.00042	0.05867	0.00000	0.00021	455	2
k127_3384629 flag=0 multi=82.0405 len=6791	0.00042	0.06337	0.00000	0.00028	455	2
k127_28007 flag=0 multi=102.0000 len=1203	0.00042	0.06191	0.00000	0.00029	455	2
k127_209741 flag=1 multi=63.0000 len=2856	0.00042	0.05927	0.00007	0.00902	454	73
k127_3215009 flag=0 multi=54.5765 len=3841	0.00042	0.06175	0.00004	0.00591	454	48
k127_855530 flag=1 multi=145.7143 len=4383	0.00042	0.05661	0.00003	0.00353	454	33
k127_2684887 flag=0 multi=137.9047 len=1628	0.00042	0.05879	0.00002	0.00241	454	20
k127_4956469 flag=1 multi=45.0000 len=8168	0.00042	0.05775	0.00001	0.00152	454	15
k127_5681879 flag=1 multi=25.9963 len=67204	0.00042	0.05586	0.00001	0.00052	454	8
k127_2883477 flag=0 multi=34.7788 len=4440	0.00042	0.05814	0.00001	0.00071	454	7
k127_858541 flag=1 multi=46.5129 len=4689	0.00042	0.06057	0.00000	0.00000	454	0
k127_3330159 flag=1 multi=162.9953 len=5471	0.00042	0.05974	0.00000	0.00000	454	0
k127_1835982 flag=0 multi=48.0000 len=3541	0.00042	0.05823	0.00000	0.00000	454	0
k127_1786931 flag=0 multi=149.1303 len=3850	0.00042	0.06022	0.00000	0.00000	454	0
k127_1648746 flag=1 multi=33.0000 len=9813	0.00042	0.05812	0.00000	0.00000	454	0
k127_4738460 flag=1 multi=28.5102 len=8587	0.00042	0.05450	0.00002	0.00204	453	20
k127_1430854 flag=1 multi=73.0000 len=7844	0.00042	0.05767	0.00002	0.00255	453	20
k127_4102281 flag=1 multi=24.6682 len=10247	0.00042	0.05938	0.00001	0.00092	453	10
k127_554682 flag=1 multi=35.0000 len=1181	0.00042	0.05882	0.00001	0.00085	453	8
k127_730341 flag=0 multi=57.9988 len=3471	0.00042	0.05782	0.00000	0.00060	453	5
k127_5943946 flag=0 multi=55.9247 len=6729	0.00042	0.06036	0.00000	0.00014	453	1
k127_2927077 flag=1 multi=41.0000 len=11197	0.00042	0.05886	0.00000	0.00005	453	1
k127_1769427 flag=0 multi=55.2499 len=4136	0.00042	0.05990	0.00000	0.00015	453	1
k127_5894737 flag=1 multi=20.0000 len=11892	0.00042	0.06186	0.00000	0.00000	453	0
k127_60018 flag=1 multi=36.3970 len=1540	0.00041	0.05843	0.00017	0.02349	452	186
k127_5727174 flag=1 multi=37.0000 len=9135	0.00041	0.05738	0.00006	0.00812	452	70
k127_3648495 flag=1 multi=44.0000 len=6572	0.00041	0.05792	0.00004	0.00511	452	47
k127_1812404 flag=1 multi=26.0000 len=8034	0.00041	0.05852	0.00003	0.00380	452	33
k127_2606396 flag=1 multi=53.0000 len=1420	0.00041	0.05888	0.00003	0.00292	452	28
k127_1949471 flag=1 multi=54.0000 len=5865	0.00041	0.05712	0.00001	0.00079	452	11
k127_1315975 flag=1 multi=40.0000 len=8866	0.00041	0.06051	0.00001	0.00061	452	7
k127_4909300 flag=1 multi=72.0000 len=9661	0.00041	0.05843	0.00001	0.00053	452	6
k127_611480 flag=0 multi=72.5420 len=3695	0.00041	0.05832	0.00000	0.00031	452	4
k127_4509892 flag=1 multi=40.0000 len=3628	0.00041	0.05571	0.00000	0.00051	452	4
k127_904261 flag=1 multi=28.0000 len=6530	0.00041	0.05878	0.00000	0.00005	452	1
k127_773680 flag=0 multi=136.5443 len=1696	0.00041	0.06024	0.00000	0.00015	452	1
k127_5396480 flag=1 multi=47.9996 len=4996	0.00041	0.05992	0.00000	0.00000	452	0
k127_4150205 flag=0 multi=175.0861 len=1184	0.00041	0.05816	0.00000	0.00000	452	0
k127_3574646 flag=1 multi=63.0000 len=9442	0.00041	0.06247	0.00000	0.00000	452	0
k127_2182169 flag=1 multi=40.3016 len=9468	0.00041	0.05875	0.00000	0.00000	452	0
k127_37793 flag=1 multi=49.0000 len=5973	0.00041	0.05709	0.00007	0.00920	451	77
k127_3957660 flag=1 multi=61.0000 len=3261	0.00041	0.05599	0.00001	0.00160	451	15
k127_1274194 flag=1 multi=53.3794 len=5299	0.00041	0.05725	0.00001	0.00146	451	11
k127_3914589 flag=1 multi=53.0000 len=9781	0.00041	0.05769	0.00001	0.00087	451	9
k127_3551249 flag=1 multi=113.0224 len=2987	0.00041	0.05727	0.00001	0.00098	451	9
k127_896853 flag=0 multi=121.0000 len=1455	0.00041	0.05869	0.00000	0.00035	451	3
k127_5266804 flag=1 multi=43.0000 len=10128	0.00041	0.05817	0.00000	0.00021	451	3
k127_4912290 flag=0 multi=35.0183 len=4012	0.00041	0.06067	0.00000	0.00032	451	3
k127_4218020 flag=1 multi=142.4914 len=1118	0.00041	0.05744	0.00000	0.00030	451	3
k127_2252875 flag=0 multi=273.5784 len=1320	0.00041	0.06107	0.00000	0.00027	451	3
k127_1055447 flag=1 multi=27.3875 len=7920	0.00041	0.05892	0.00000	0.00028	451	3
k127_3607949 flag=0 multi=82.7693 len=1861	0.00041	0.06032	0.00000	0.00028	451	2
k127_4138807 flag=1 multi=68.0000 len=6187	0.00041	0.05742	0.00000	0.00005	451	1
k127_3074810 flag=0 multi=101.0000 len=5439	0.00041	0.05975	0.00000	0.00015	451	1
k127_1150291 flag=0 multi=115.0891 len=5404	0.00041	0.05848	0.00000	0.00012	451	1
k127_3830595 flag=0 multi=82.5333 len=1102	0.00041	0.05734	0.00000	0.00000	451	0
k127_2782025 flag=1 multi=67.0000 len=8837	0.00041	0.05780	0.00000	0.00000	451	0
k127_2619330 flag=0 multi=69.5036 len=9054	0.00041	0.06241	0.00000	0.00000	451	0
k127_104768 flag=0 multi=86.0025 len=5010	0.00041	0.05773	0.00000	0.00000	451	0
k127_1018127 flag=1 multi=11.0000 len=12018	0.00041	0.06173	0.00000	0.00000	451	0
k127_2320340 flag=1 multi=33.3954 len=5195	0.00041	0.05812	0.00004	0.00410	450	42
k127_1550188 flag=0 multi=140.0288 len=4299	0.00041	0.05718	0.00002	0.00208	450	18
k127_5058205 flag=1 multi=114.0000 len=2643	0.00041	0.05838	0.00001	0.00178	450	16
k127_5804486 flag=1 multi=101.6686 len=5706	0.00041	0.05821	0.00001	0.00123	450	12
k127_2336868 flag=1 multi=53.8670 len=8894	0.00041	0.05579	0.00001	0.00114	450	12
k127_1146541 flag=0 multi=95.4814 len=3214	0.00041	0.05918	0.00001	0.00076	450	10
k127_508594 flag=1 multi=59.0000 len=3070	0.00041	0.05969	0.00001	0.00108	450	9
k127_42368 flag=0 multi=61.4900 len=4090	0.00041	0.05680	0.00001	0.00087	450	9
k127_1357812 flag=1 multi=31.1712 len=5086	0.00041	0.05846	0.00001	0.00048	450	8
k127_5922222 flag=1 multi=101.5917 len=6260	0.00041	0.05701	0.00001	0.00078	450	6
k127_2819731 flag=1 multi=107.5222 len=3576	0.00041	0.05656	0.00000	0.00044	450	3
k127_519864 flag=0 multi=46.2444 len=10291	0.00041	0.06234	0.00000	0.00029	450	2
k127_3686777 flag=0 multi=94.4689 len=5746	0.00041	0.05846	0.00000	0.00019	450	2
k127_2054145 flag=0 multi=106.6270 len=4213	0.00041	0.05796	0.00000	0.00009	450	2
k127_1035570 flag=0 multi=116.9590 len=1784	0.00041	0.05847	0.00000	0.00005	450	1
k127_3048365 flag=0 multi=79.7800 len=6178	0.00041	0.06228	0.00000	0.00000	450	0
k127_233798 flag=0 multi=26.9903 len=5485	0.00041	0.06041	0.00000	0.00000	450	0
k127_2287186 flag=0 multi=57.4723 len=5403	0.00041	0.06187	0.00000	0.00000	450	0
k127_1508436 flag=1 multi=34.0000 len=1467	0.00041	0.06016	0.00005	0.00735	449	57
k127_1621312 flag=1 multi=76.1517 len=2619	0.00041	0.05936	0.00003	0.00367	449	30
k127_666957 flag=1 multi=86.3156 len=5089	0.00041	0.05592	0.00002	0.00245	449	24
k127_4453390 flag=0 multi=57.1334 len=1641	0.00041	0.05982	0.00001	0.00093	449	11
k127_4553216 flag=0 multi=46.0158 len=8983	0.00041	0.05883	0.00001	0.00070	449	8
k127_4209677 flag=1 multi=26.8037 len=9309	0.00041	0.05927	0.00001	0.00090	449	8
k127_3232961 flag=0 multi=59.9890 len=59234	0.00041	0.06183	0.00001	0.00068	449	6
k127_2325260 flag=0 multi=93.2926 len=1634	0.00041	0.05888	0.00000	0.00029	449	2
k127_1644994 flag=1 multi=31.9381 len=5133	0.00041	0.05689	0.00006	0.00718	448	60
k127_2180863 flag=0 multi=70.6891 len=4711	0.00041	0.05513	0.00002	0.00170	448	19
k127_4051138 flag=0 multi=40.1380 len=1395	0.00041	0.05754	0.00001	0.00135	448	12
k127_5701585 flag=0 multi=46.3852 len=1129	0.00041	0.05746	0.00001	0.00090	448	9
k127_3678265 flag=1 multi=35.0000 len=12042	0.00041	0.05580	0.00001	0.00107	448	9
k127_3711454 flag=0 multi=55.4217 len=1436	0.00041	0.06121	0.00001	0.00067	448	6
k127_695021 flag=0 multi=183.1443 len=1132	0.00041	0.05852	0.00000	0.00055	448	4
k127_2786193 flag=0 multi=72.4854 len=3351	0.00041	0.05582	0.00000	0.00027	448	3
k127_4578657 flag=0 multi=108.0000 len=5587	0.00041	0.05996	0.00000	0.00014	448	1
k127_3944429 flag=0 multi=42.6087 len=6082	0.00041	0.05913	0.00000	0.00000	448	0
k127_3439889 flag=1 multi=86.9975 len=5838	0.00041	0.05745	0.00004	0.00505	447	47
k127_2379658 flag=1 multi=14.0000 len=3288	0.00041	0.05281	0.00001	0.00094	447	10
k127_224969 flag=1 multi=72.0000 len=3582	0.00041	0.05576	0.00001	0.00084	447	9
k127_5702845 flag=0 multi=40.0000 len=3211	0.00041	0.05813	0.00001	0.00067	447	8
k127_5923101 flag=1 multi=136.8150 len=4851	0.00041	0.05839	0.00000	0.00067	447	5
k127_66764 flag=1 multi=45.8097 len=5118	0.00041	0.05784	0.00000	0.00039	447	3
k127_3740438 flag=1 multi=33.0000 len=15012	0.00041	0.05955	0.00000	0.00028	447	2
k127_3516427 flag=0 multi=65.0000 len=2395	0.00041	0.05764	0.00000	0.00027	447	2
k127_2040888 flag=0 multi=69.5493 len=4491	0.00041	0.06028	0.00000	0.00017	447	2
k127_3529421 flag=0 multi=52.6654 len=1944	0.00041	0.05805	0.00000	0.00014	447	1
k127_1746822 flag=0 multi=55.0000 len=6063	0.00041	0.05906	0.00000	0.00012	447	1
k127_383868 flag=0 multi=59.6984 len=1868	0.00041	0.05727	0.00000	0.00000	447	0
k127_3816602 flag=0 multi=45.0161 len=1677	0.00041	0.06035	0.00000	0.00000	447	0
k127_11534 flag=0 multi=93.4647 len=2066	0.00041	0.05826	0.00009	0.01199	446	97
k127_1199017 flag=1 multi=56.0000 len=4413	0.00041	0.05639	0.00006	0.00762	446	65
k127_2552283 flag=1 multi=141.0000 len=2515	0.00041	0.05904	0.00003	0.00424	446	32
k127_5362951 flag=1 multi=56.0000 len=5233	0.00041	0.05620	0.00002	0.00192	446	18
k127_3037397 flag=1 multi=77.7543 len=1356	0.00041	0.05935	0.00001	0.00117	446	13
k127_111174 flag=0 multi=43.0000 len=6376	0.00041	0.05889	0.00001	0.00134	446	13
k127_1674941 flag=1 multi=29.2829 len=6291	0.00041	0.05665	0.00001	0.00071	446	9
k127_1592450 flag=1 multi=81.0000 len=2794	0.00041	0.05547	0.00001	0.00115	446	8
k127_5804868 flag=0 multi=29.0187 len=11752	0.00041	0.06279	0.00000	0.00067	446	5
k127_1043084 flag=0 multi=109.9165 len=5288	0.00041	0.05740	0.00000	0.00044	446	3
k127_2276489 flag=0 multi=190.0358 len=1329	0.00041	0.06127	0.00000	0.00030	446	2
k127_1263526 flag=0 multi=31.0522 len=5105	0.00041	0.05838	0.00000	0.00004	446	1
k127_854671 flag=1 multi=49.6918 len=4728	0.00041	0.05860	0.00000	0.00000	446	0
k127_4636012 flag=1 multi=50.0000 len=10827	0.00041	0.05758	0.00000	0.00000	446	0
k127_281058 flag=0 multi=84.7803 len=3500	0.00041	0.05916	0.00018	0.02609	445	199
k127_1039031 flag=1 multi=93.0000 len=5703	0.00041	0.05737	0.00008	0.01023	445	84
k127_4048722 flag=0 multi=142.7297 len=1862	0.00041	0.06134	0.00007	0.01039	445	79
k127_2931080 flag=1 multi=116.3741 len=4016	0.00041	0.05503	0.00003	0.00338	445	34
k127_2400836 flag=1 multi=47.0000 len=10439	0.00041	0.05727	0.00002	0.00270	445	23
k127_5053402 flag=0 multi=216.4766 len=1451	0.00041	0.05912	0.00002	0.00243	445	19
k127_2045468 flag=0 multi=64.2111 len=2472	0.00041	0.05690	0.00001	0.00186	445	15
k127_3941821 flag=0 multi=65.1143 len=3654	0.00041	0.05525	0.00001	0.00135	445	14
k127_366202 flag=1 multi=73.0000 len=5275	0.00041	0.05758	0.00001	0.00126	445	13
k127_4813012 flag=1 multi=60.0000 len=5156	0.00041	0.05788	0.00001	0.00098	445	11
k127_2564878 flag=1 multi=81.0000 len=6133	0.00041	0.05765	0.00001	0.00121	445	11
k127_485366 flag=1 multi=31.0015 len=11131	0.00041	0.05940	0.00001	0.00036	445	7
k127_3894010 flag=1 multi=46.0000 len=9896	0.00041	0.05623	0.00001	0.00067	445	7
k127_4405324 flag=0 multi=33.0000 len=7659	0.00041	0.05897	0.00001	0.00065	445	6
k127_2972296 flag=1 multi=32.0000 len=4575	0.00041	0.05896	0.00001	0.00053	445	6
k127_1057574 flag=1 multi=116.4067 len=1553	0.00041	0.05729	0.00000	0.00033	445	3
k127_1280502 flag=1 multi=55.0000 len=6258	0.00041	0.05674	0.00000	0.00018	445	2
k127_781642 flag=1 multi=48.2790 len=5239	0.00041	0.05633	0.00000	0.00012	445	1
k127_5388995 flag=0 multi=30.8398 len=8109	0.00041	0.05717	0.00000	0.00006	445	1
k127_4264282 flag=0 multi=39.0000 len=4735	0.00041	0.05883	0.00000	0.00014	445	1
k127_602316 flag=0 multi=29.0000 len=10540	0.00041	0.06098	0.00000	0.00000	445	0
k127_2088451 flag=1 multi=134.1566 len=6103	0.00041	0.06060	0.00000	0.00000	445	0
k127_1251533 flag=0 multi=109.9074 len=1228	0.00041	0.05686	0.00000	0.00000	445	0
k127_3064606 flag=0 multi=24.0123 len=26189	0.00041	0.05351	0.00003	0.00325	444	31
k127_3467893 flag=0 multi=79.7669 len=3259	0.00041	0.05752	0.00001	0.00114	444	9
k127_5401452 flag=1 multi=42.0340 len=4652	0.00041	0.05986	0.00001	0.00106	444	8
k127_1705752 flag=0 multi=145.0000 len=1201	0.00041	0.05756	0.00001	0.00077	444	6
k127_3897427 flag=0 multi=111.6063 len=1801	0.00041	0.05990	0.00000	0.00062	444	5
k127_491697 flag=1 multi=42.8992 len=5009	0.00041	0.05580	0.00000	0.00000	444	0
k127_4301124 flag=1 multi=69.6594 len=2376	0.00041	0.05800	0.00003	0.00369	443	34
k127_1348746 flag=1 multi=104.0000 len=3969	0.00041	0.05788	0.00003	0.00326	443	32
k127_5897440 flag=0 multi=202.8920 len=1025	0.00041	0.05424	0.00003	0.00295	443	30
k127_3331713 flag=1 multi=40.0000 len=8434	0.00041	0.05654	0.00002	0.00257	443	21
k127_2229084 flag=0 multi=28.6706 len=12257	0.00041	0.06087	0.00002	0.00211	443	18
k127_1686525 flag=1 multi=44.4940 len=6822	0.00041	0.05835	0.00001	0.00124	443	13
k127_1862258 flag=1 multi=100.3363 len=1465	0.00041	0.05930	0.00001	0.00083	443	7
k127_4429583 flag=0 multi=44.0422 len=1667	0.00041	0.05443	0.00000	0.00044	443	3
k127_645333 flag=0 multi=195.1977 len=2939	0.00041	0.05644	0.00000	0.00009	443	2
k127_3390315 flag=0 multi=138.3150 len=2016	0.00041	0.05458	0.00000	0.00029	443	2
k127_2297331 flag=0 multi=120.8271 len=5837	0.00041	0.06146	0.00000	0.00027	443	2
k127_2142997 flag=1 multi=67.0000 len=5288	0.00041	0.06073	0.00000	0.00013	443	1
k127_614000 flag=1 multi=64.4642 len=1452	0.00041	0.05492	0.00000	0.00000	443	0
k127_4910432 flag=1 multi=48.0000 len=9395	0.00041	0.05713	0.00000	0.00000	443	0
k127_4598115 flag=1 multi=55.0000 len=2841	0.00041	0.06212	0.00000	0.00000	443	0
k127_958397 flag=1 multi=74.0000 len=7116	0.00041	0.05727	0.00007	0.00906	442	75
k127_3475026 flag=0 multi=157.9391 len=1391	0.00041	0.05803	0.00003	0.00501	442	38
k127_1374144 flag=0 multi=160.9936 len=3591	0.00041	0.05783	0.00003	0.00372	442	30
k127_3527482 flag=1 multi=77.0000 len=4411	0.00041	0.05900	0.00003	0.00319	442	28
k127_3928783 flag=0 multi=125.8795 len=1994	0.00041	0.05720	0.00002	0.00211	442	22
k127_4435844 flag=0 multi=240.0000 len=2247	0.00041	0.05973	0.00001	0.00107	442	8
k127_2613333 flag=1 multi=58.3265 len=2525	0.00041	0.05830	0.00001	0.00102	442	8
k127_716831 flag=0 multi=55.0000 len=3432	0.00041	0.05552	0.00000	0.00006	442	1
k127_3130850 flag=1 multi=37.0000 len=9747	0.00041	0.05811	0.00000	0.00014	442	1
k127_2504967 flag=0 multi=66.0620 len=2176	0.00041	0.05840	0.00000	0.00015	442	1
k127_955807 flag=0 multi=40.9960 len=12939	0.00041	0.05692	0.00000	0.00000	442	0
k127_4726201 flag=1 multi=30.4845 len=5877	0.00041	0.05622	0.00000	0.00000	442	0
k127_2585361 flag=1 multi=39.0000 len=8731	0.00041	0.05697	0.00000	0.00000	442	0
k127_3948139 flag=1 multi=49.0000 len=1119	0.00040	0.05938	0.00013	0.01830	441	138
k127_2933705 flag=1 multi=49.0000 len=12555	0.00040	0.05815	0.00002	0.00239	441	22
k127_4605938 flag=0 multi=81.1871 len=1260	0.00040	0.05613	0.00001	0.00095	441	10
k127_858603 flag=0 multi=56.9936 len=16773	0.00040	0.05709	0.00001	0.00080	441	6
k127_3248559 flag=0 multi=82.9055 len=4400	0.00040	0.05689	0.00000	0.00026	441	3
k127_2977346 flag=1 multi=15.0000 len=3514	0.00040	0.05486	0.00000	0.00013	441	1
k127_268343 flag=1 multi=83.1813 len=1616	0.00040	0.05544	0.00000	0.00007	441	1
k127_1614313 flag=1 multi=53.0000 len=9178	0.00040	0.05447	0.00000	0.00009	441	1
k127_5320333 flag=1 multi=32.4831 len=6233	0.00040	0.05909	0.00000	0.00000	441	0
k127_2489222 flag=0 multi=57.0755 len=4431	0.00040	0.05871	0.00000	0.00000	441	0
k127_5053019 flag=0 multi=54.0000 len=1304	0.00040	0.05675	0.00010	0.01247	440	109
k127_2178882 flag=1 multi=15.0000 len=5741	0.00040	0.05669	0.00006	0.00828	440	68
k127_2805935 flag=1 multi=28.0000 len=113323	0.00040	0.05180	0.00006	0.00531	440	61
k127_787304 flag=1 multi=109.0000 len=4327	0.00040	0.05482	0.00002	0.00278	440	25
k127_847800 flag=0 multi=71.0000 len=3332	0.00040	0.05441	0.00001	0.00138	440	12
k127_4770813 flag=1 multi=135.0000 len=1784	0.00040	0.05808	0.00001	0.00130	440	12
k127_1343133 flag=0 multi=66.0000 len=1870	0.00040	0.05974	0.00001	0.00097	440	11
k127_724507 flag=0 multi=111.5587 len=1686	0.00040	0.05986	0.00001	0.00129	440	10
k127_3361625 flag=1 multi=48.3496 len=6924	0.00040	0.05731	0.00000	0.00015	440	1
k127_3270588 flag=1 multi=31.0000 len=7301	0.00040	0.05903	0.00000	0.00005	440	1
k127_4973197 flag=0 multi=71.7454 len=2739	0.00040	0.05706	0.00000	0.00000	440	0
k127_4353221 flag=0 multi=53.0000 len=1199	0.00040	0.05523	0.00000	0.00000	440	0
k127_4258040 flag=0 multi=36.9984 len=3246	0.00040	0.05794	0.00000	0.00000	440	0
k127_4172068 flag=1 multi=38.0000 len=10312	0.00040	0.05680	0.00000	0.00000	440	0
k127_3353058 flag=1 multi=124.9742 len=1560	0.00040	0.05416	0.00000	0.00000	440	0
k127_3066200 flag=0 multi=36.7240 len=3805	0.00040	0.05707	0.00000	0.00000	440	0
k127_3028113 flag=0 multi=112.0058 len=5113	0.00040	0.05739	0.00000	0.00000	440	0
k127_2982424 flag=0 multi=86.2482 len=5164	0.00040	0.05694	0.00003	0.00396	439	30
k127_5467097 flag=1 multi=44.0000 len=11618	0.00040	0.05630	0.00001	0.00110	439	9
k127_4899449 flag=1 multi=27.0000 len=4791	0.00040	0.05802	0.00001	0.00068	439	8
k127_2475389 flag=0 multi=36.0000 len=2960	0.00040	0.05620	0.00000	0.00036	439	5
k127_1955871 flag=0 multi=72.4862 len=5530	0.00040	0.06073	0.00000	0.00059	439	4
k127_3331617 flag=0 multi=75.9624 len=2602	0.00040	0.05532	0.00000	0.00000	439	0
k127_5481808 flag=1 multi=24.0000 len=8043	0.00040	0.05499	0.00003	0.00410	438	36
k127_5938631 flag=1 multi=48.8046 len=12151	0.00040	0.05579	0.00003	0.00327	438	28
k127_3880660 flag=1 multi=48.0000 len=5136	0.00040	0.05518	0.00002	0.00190	438	18
k127_4737597 flag=1 multi=63.4235 len=1258	0.00040	0.05601	0.00002	0.00204	438	17
k127_78572 flag=0 multi=51.9927 len=4114	0.00040	0.05677	0.00001	0.00074	438	7
k127_50292 flag=0 multi=43.8296 len=11771	0.00040	0.06020	0.00001	0.00096	438	7
k127_672925 flag=1 multi=129.0000 len=4006	0.00040	0.05614	0.00000	0.00055	438	5
k127_3479738 flag=0 multi=84.9535 len=5136	0.00040	0.05768	0.00000	0.00048	438	5
k127_815150 flag=1 multi=30.0000 len=10071	0.00040	0.05584	0.00000	0.00018	438	2
k127_5637053 flag=1 multi=39.1765 len=6706	0.00040	0.05771	0.00000	0.00006	438	1
k127_3455690 flag=0 multi=69.3184 len=5155	0.00040	0.05691	0.00000	0.00010	438	1
k127_2632889 flag=1 multi=118.0000 len=3304	0.00040	0.05361	0.00000	0.00006	438	1
k127_2606121 flag=0 multi=74.0501 len=5781	0.00040	0.05547	0.00000	0.00004	438	1
k127_3224772 flag=1 multi=53.0000 len=5405	0.00040	0.05805	0.00000	0.00000	438	0
k127_3021664 flag=1 multi=35.1107 len=7193	0.00040	0.05790	0.00002	0.00232	437	24
k127_4581023 flag=1 multi=58.0000 len=2270	0.00040	0.05375	0.00002	0.00167	437	18
k127_2974363 flag=0 multi=26.0000 len=22455	0.00040	0.05623	0.00002	0.00211	437	18
k127_2190964 flag=0 multi=90.5106 len=3484	0.00040	0.05961	0.00001	0.00127	437	12
k127_2456322 flag=1 multi=40.9001 len=4400	0.00040	0.05728	0.00001	0.00116	437	11
k127_900053 flag=1 multi=124.0000 len=5592	0.00040	0.05535	0.00001	0.00056	437	6
k127_2481403 flag=1 multi=35.0248 len=11894	0.00040	0.05384	0.00001	0.00035	437	6
k127_132555 flag=1 multi=53.0000 len=13503	0.00040	0.05843	0.00001	0.00087	437	6
k127_5376781 flag=0 multi=121.5346 len=1429	0.00040	0.05865	0.00000	0.00055	437	4
k127_3644535 flag=0 multi=36.9902 len=12671	0.00040	0.05867	0.00000	0.00034	437	3
k127_1356979 flag=0 multi=107.8389 len=1238	0.00040	0.05818	0.00000	0.00018	437	3
k127_601865 flag=0 multi=44.1578 len=3315	0.00040	0.05656	0.00000	0.00011	437	2
k127_2662496 flag=1 multi=90.4792 len=5081	0.00040	0.05830	0.00000	0.00015	437	2
k127_4259454 flag=1 multi=39.0535 len=7497	0.00040	0.05618	0.00000	0.00015	437	1
k127_3556199 flag=1 multi=44.7619 len=5536	0.00040	0.05610	0.00000	0.00005	437	1
k127_877431 flag=0 multi=68.2099 len=2743	0.00040	0.05762	0.00000	0.00000	437	0
k127_3043447 flag=0 multi=37.0000 len=6635	0.00040	0.05785	0.00000	0.00000	437	0
k127_1973421 flag=1 multi=18.2001 len=4395	0.00040	0.05670	0.00000	0.00000	437	0
k127_1754575 flag=0 multi=76.0847 len=2310	0.00040	0.05362	0.00000	0.00000	437	0
k127_3455095 flag=0 multi=33.9972 len=12022	0.00040	0.06063	0.00002	0.00328	436	24
k127_1163734 flag=0 multi=125.9711 len=1889	0.00040	0.05385	0.00002	0.00220	436	18
k127_1602933 flag=1 multi=42.7741 len=13035	0.00040	0.05726	0.00001	0.00181	436	15
k127_3201711 flag=1 multi=38.0000 len=7898	0.00040	0.05592	0.00001	0.00124	436	12
