#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_3708855 flag=1 multi=11.0000 len=5320	0.00009	0.01289	0.00000	0.00000	94	0
k127_3629501 flag=1 multi=95.0000 len=2130	0.00009	0.01216	0.00000	0.00000	94	0
k127_3493929 flag=1 multi=37.0000 len=3678	0.00009	0.01227	0.00000	0.00000	94	0
k127_3429644 flag=1 multi=100.0000 len=1491	0.00009	0.01291	0.00000	0.00000	94	0
k127_2967798 flag=1 multi=26.0000 len=1310	0.00009	0.01226	0.00000	0.00000	94	0
k127_2856260 flag=1 multi=14.0000 len=4373	0.00009	0.01167	0.00000	0.00000	94	0
k127_2359576 flag=0 multi=29.9189 len=3886	0.00009	0.01194	0.00000	0.00000	94	0
k127_1360333 flag=1 multi=13.0000 len=3691	0.00009	0.01202	0.00000	0.00000	94	0
k127_4886829 flag=1 multi=32.7934 len=1676	0.00009	0.01211	0.00002	0.00278	93	22
k127_5609516 flag=0 multi=61.0048 len=7056	0.00009	0.01306	0.00002	0.00262	93	20
k127_1147981 flag=0 multi=62.1425 len=1882	0.00009	0.01103	0.00001	0.00147	93	13
k127_1701283 flag=1 multi=30.0000 len=2329	0.00009	0.01168	0.00001	0.00141	93	11
k127_3375947 flag=1 multi=64.6952 len=10624	0.00009	0.01278	0.00001	0.00091	93	8
k127_2446053 flag=0 multi=76.2821 len=19096	0.00009	0.01299	0.00001	0.00116	93	8
k127_4900963 flag=1 multi=15.2974 len=1771	0.00009	0.01026	0.00001	0.00043	93	6
k127_3251286 flag=1 multi=20.0000 len=1688	0.00009	0.01184	0.00000	0.00045	93	4
k127_2274053 flag=0 multi=30.0000 len=11556	0.00009	0.01165	0.00000	0.00037	93	4
k127_1079546 flag=1 multi=13.0000 len=3194	0.00009	0.01169	0.00000	0.00042	93	4
k127_687548 flag=1 multi=29.0000 len=2278	0.00009	0.01180	0.00000	0.00042	93	3
k127_3755758 flag=1 multi=19.0000 len=1259	0.00009	0.01202	0.00000	0.00017	93	3
k127_831105 flag=1 multi=70.6253 len=2358	0.00009	0.01228	0.00000	0.00024	93	2
k127_3985679 flag=1 multi=51.0000 len=1897	0.00009	0.01253	0.00000	0.00020	93	2
k127_3919667 flag=1 multi=37.0000 len=4554	0.00009	0.01197	0.00000	0.00019	93	2
k127_5439147 flag=1 multi=81.0000 len=1762	0.00009	0.01220	0.00000	0.00000	93	0
k127_4995482 flag=1 multi=17.0000 len=3549	0.00009	0.01211	0.00000	0.00000	93	0
k127_4627663 flag=1 multi=14.0000 len=3644	0.00009	0.01241	0.00000	0.00000	93	0
k127_4507228 flag=1 multi=45.0000 len=1008	0.00009	0.01182	0.00000	0.00000	93	0
k127_4312206 flag=1 multi=20.0000 len=2986	0.00009	0.01205	0.00000	0.00000	93	0
k127_4029229 flag=1 multi=12.0000 len=4291	0.00009	0.01234	0.00000	0.00000	93	0
k127_3188835 flag=1 multi=109.0000 len=2992	0.00009	0.01142	0.00000	0.00000	93	0
k127_3154418 flag=0 multi=82.0000 len=1174	0.00009	0.01238	0.00000	0.00000	93	0
k127_2488590 flag=1 multi=22.9292 len=1031	0.00009	0.01218	0.00000	0.00000	93	0
k127_2370486 flag=1 multi=72.0000 len=3916	0.00009	0.01224	0.00000	0.00000	93	0
k127_2359188 flag=0 multi=58.1822 len=5296	0.00009	0.01230	0.00000	0.00000	93	0
k127_2271458 flag=1 multi=42.0000 len=3113	0.00009	0.01154	0.00000	0.00000	93	0
k127_1813337 flag=1 multi=15.0000 len=3451	0.00009	0.01235	0.00000	0.00000	93	0
k127_1044180 flag=1 multi=15.0000 len=2902	0.00009	0.01223	0.00000	0.00000	93	0
k127_2219567 flag=0 multi=86.6229 len=2198	0.00008	0.01191	0.00002	0.00228	92	17
k127_5497894 flag=1 multi=32.0000 len=1477	0.00008	0.01186	0.00001	0.00132	92	11
k127_1216274 flag=1 multi=22.0000 len=1474	0.00008	0.01189	0.00001	0.00126	92	9
k127_4917668 flag=1 multi=37.0000 len=2713	0.00008	0.01234	0.00001	0.00071	92	6
k127_1551790 flag=1 multi=27.0000 len=2999	0.00008	0.01142	0.00001	0.00062	92	6
k127_5892731 flag=1 multi=16.3262 len=1344	0.00008	0.01249	0.00000	0.00056	92	5
k127_2272143 flag=1 multi=20.7954 len=2229	0.00008	0.01115	0.00000	0.00056	92	4
k127_1825484 flag=1 multi=34.0000 len=2754	0.00008	0.01161	0.00000	0.00035	92	4
k127_1027392 flag=1 multi=42.0000 len=1244	0.00008	0.01197	0.00000	0.00043	92	4
k127_618016 flag=1 multi=79.0000 len=2199	0.00008	0.01208	0.00000	0.00027	92	3
k127_2732839 flag=1 multi=16.0000 len=7972	0.00008	0.01112	0.00000	0.00022	92	3
k127_1865328 flag=0 multi=32.0296 len=6116	0.00008	0.01141	0.00000	0.00022	92	3
k127_164825 flag=1 multi=58.2069 len=10555	0.00008	0.01284	0.00000	0.00027	92	2
k127_4453845 flag=1 multi=77.0000 len=3611	0.00008	0.01245	0.00000	0.00004	92	1
k127_2803063 flag=1 multi=22.0000 len=3241	0.00008	0.01169	0.00000	0.00004	92	1
k127_248414 flag=1 multi=19.0000 len=5526	0.00008	0.01105	0.00000	0.00004	92	1
k127_1160957 flag=1 multi=40.0000 len=1766	0.00008	0.01172	0.00000	0.00004	92	1
k127_1123245 flag=1 multi=29.0000 len=1455	0.00008	0.01214	0.00000	0.00015	92	1
k127_9899 flag=1 multi=39.4271 len=3002	0.00008	0.01237	0.00000	0.00000	92	0
k127_87753 flag=1 multi=25.0000 len=4748	0.00008	0.01224	0.00000	0.00000	92	0
k127_5582408 flag=0 multi=38.0000 len=1202	0.00008	0.01280	0.00000	0.00000	92	0
k127_5563621 flag=0 multi=58.0000 len=1411	0.00008	0.01213	0.00000	0.00000	92	0
k127_547449 flag=0 multi=41.3988 len=2790	0.00008	0.01304	0.00000	0.00000	92	0
k127_418427 flag=1 multi=15.0000 len=3236	0.00008	0.01203	0.00000	0.00000	92	0
k127_4161654 flag=1 multi=11.9923 len=2989	0.00008	0.01200	0.00000	0.00000	92	0
k127_4077247 flag=1 multi=34.0000 len=1617	0.00008	0.01099	0.00000	0.00000	92	0
k127_2932604 flag=1 multi=15.0000 len=4230	0.00008	0.01296	0.00000	0.00000	92	0
k127_276904 flag=1 multi=73.0000 len=4045	0.00008	0.01232	0.00000	0.00000	92	0
k127_2216244 flag=1 multi=28.0000 len=2662	0.00008	0.01181	0.00000	0.00000	92	0
k127_1752860 flag=0 multi=40.6996 len=2624	0.00008	0.01290	0.00000	0.00000	92	0
k127_1215945 flag=1 multi=8.0000 len=5443	0.00008	0.01276	0.00000	0.00000	92	0
k127_777388 flag=1 multi=54.0000 len=4342	0.00008	0.01200	0.00002	0.00259	91	22
k127_686626 flag=0 multi=83.4735 len=9896	0.00008	0.01108	0.00001	0.00143	91	12
k127_5459724 flag=1 multi=13.0000 len=2617	0.00008	0.01129	0.00000	0.00017	91	3
k127_4563689 flag=0 multi=58.0000 len=5542	0.00008	0.01255	0.00000	0.00024	91	3
k127_2062554 flag=1 multi=11.0000 len=3824	0.00008	0.01231	0.00000	0.00029	91	3
k127_1026805 flag=0 multi=123.7833 len=1419	0.00008	0.01154	0.00000	0.00017	91	3
k127_2978526 flag=1 multi=10.0000 len=1329	0.00008	0.01175	0.00000	0.00029	91	2
k127_2414771 flag=1 multi=28.0000 len=2664	0.00008	0.01232	0.00000	0.00026	91	2
k127_2136401 flag=1 multi=26.0000 len=1848	0.00008	0.01237	0.00000	0.00025	91	2
k127_897125 flag=0 multi=77.3840 len=10933	0.00008	0.01160	0.00000	0.00006	91	1
k127_5102659 flag=1 multi=30.0000 len=4129	0.00008	0.01187	0.00000	0.00011	91	1
k127_4349478 flag=1 multi=19.0000 len=2662	0.00008	0.01075	0.00000	0.00007	91	1
k127_4184266 flag=1 multi=80.0000 len=2558	0.00008	0.01239	0.00000	0.00014	91	1
k127_3572165 flag=1 multi=19.0000 len=1676	0.00008	0.01201	0.00000	0.00015	91	1
k127_2247386 flag=1 multi=44.0000 len=3011	0.00008	0.01248	0.00000	0.00014	91	1
k127_2120597 flag=1 multi=31.0000 len=3330	0.00008	0.01189	0.00000	0.00005	91	1
k127_199123 flag=1 multi=12.0000 len=5498	0.00008	0.01265	0.00000	0.00010	91	1
k127_1222384 flag=1 multi=40.0000 len=2656	0.00008	0.01158	0.00000	0.00009	91	1
k127_1179644 flag=1 multi=18.0000 len=1557	0.00008	0.01236	0.00000	0.00015	91	1
k127_973934 flag=0 multi=38.3784 len=1266	0.00008	0.01177	0.00000	0.00000	91	0
k127_935791 flag=1 multi=19.8060 len=3410	0.00008	0.01240	0.00000	0.00000	91	0
k127_5900347 flag=1 multi=13.0000 len=2615	0.00008	0.01195	0.00000	0.00000	91	0
k127_5802706 flag=1 multi=12.0000 len=2844	0.00008	0.01140	0.00000	0.00000	91	0
k127_528155 flag=1 multi=25.0000 len=3370	0.00008	0.01189	0.00000	0.00000	91	0
k127_4841429 flag=1 multi=31.0000 len=4634	0.00008	0.01246	0.00000	0.00000	91	0
k127_4664599 flag=1 multi=26.0000 len=3079	0.00008	0.01188	0.00000	0.00000	91	0
k127_4584321 flag=1 multi=33.0000 len=3542	0.00008	0.01154	0.00000	0.00000	91	0
k127_452816 flag=0 multi=41.0000 len=3708	0.00008	0.01275	0.00000	0.00000	91	0
k127_4498777 flag=1 multi=18.0000 len=3093	0.00008	0.01266	0.00000	0.00000	91	0
k127_4292130 flag=1 multi=23.0000 len=4391	0.00008	0.01178	0.00000	0.00000	91	0
k127_428622 flag=1 multi=40.0000 len=4437	0.00008	0.01254	0.00000	0.00000	91	0
k127_3673061 flag=1 multi=14.0000 len=4800	0.00008	0.01226	0.00000	0.00000	91	0
k127_3656467 flag=1 multi=98.0000 len=1225	0.00008	0.01213	0.00000	0.00000	91	0
k127_3507601 flag=1 multi=59.7916 len=1715	0.00008	0.01217	0.00000	0.00000	91	0
k127_3103264 flag=1 multi=39.0000 len=3029	0.00008	0.01156	0.00000	0.00000	91	0
k127_2855316 flag=1 multi=64.5373 len=3239	0.00008	0.01237	0.00000	0.00000	91	0
k127_2773045 flag=1 multi=16.0000 len=3172	0.00008	0.01173	0.00000	0.00000	91	0
k127_2759865 flag=1 multi=85.0000 len=1395	0.00008	0.01220	0.00000	0.00000	91	0
k127_2269530 flag=1 multi=28.0000 len=4304	0.00008	0.01205	0.00000	0.00000	91	0
k127_2261357 flag=1 multi=10.0000 len=4650	0.00008	0.01257	0.00000	0.00000	91	0
k127_1962601 flag=1 multi=38.0000 len=2688	0.00008	0.01216	0.00000	0.00000	91	0
k127_1892763 flag=1 multi=98.0000 len=3330	0.00008	0.01220	0.00000	0.00000	91	0
k127_1693833 flag=1 multi=12.0000 len=2037	0.00008	0.01234	0.00000	0.00000	91	0
k127_160736 flag=1 multi=32.0000 len=3338	0.00008	0.01252	0.00000	0.00000	91	0
k127_1288016 flag=1 multi=24.0000 len=1005	0.00008	0.01146	0.00000	0.00000	91	0
k127_1065029 flag=1 multi=13.0000 len=3454	0.00008	0.01065	0.00000	0.00000	91	0
k127_1050271 flag=1 multi=29.0000 len=3150	0.00008	0.01266	0.00000	0.00000	91	0
k127_2631417 flag=0 multi=35.7682 len=12535	0.00008	0.01162	0.00002	0.00250	90	20
k127_273434 flag=1 multi=42.4890 len=1489	0.00008	0.01196	0.00001	0.00192	90	15
k127_2599743 flag=0 multi=45.9287 len=3689	0.00008	0.01250	0.00001	0.00146	90	11
k127_1949592 flag=1 multi=37.0000 len=2293	0.00008	0.01116	0.00001	0.00078	90	8
k127_3849016 flag=0 multi=40.9810 len=2760	0.00008	0.01220	0.00000	0.00055	90	5
k127_1727082 flag=1 multi=24.0000 len=3057	0.00008	0.01116	0.00000	0.00014	90	1
k127_1479786 flag=1 multi=19.0000 len=2036	0.00008	0.01160	0.00000	0.00015	90	1
k127_1257895 flag=1 multi=72.0000 len=2599	0.00008	0.01146	0.00000	0.00006	90	1
k127_5929357 flag=0 multi=83.0000 len=1127	0.00008	0.01209	0.00000	0.00000	90	0
k127_5808977 flag=1 multi=10.0000 len=4776	0.00008	0.01222	0.00000	0.00000	90	0
k127_5338408 flag=1 multi=19.0000 len=4445	0.00008	0.01177	0.00000	0.00000	90	0
k127_5295102 flag=1 multi=14.0000 len=2715	0.00008	0.01185	0.00000	0.00000	90	0
k127_4676354 flag=1 multi=14.0000 len=2947	0.00008	0.01197	0.00000	0.00000	90	0
k127_4606 flag=1 multi=12.0000 len=4769	0.00008	0.01237	0.00000	0.00000	90	0
k127_3605414 flag=1 multi=9.0000 len=6089	0.00008	0.01246	0.00000	0.00000	90	0
k127_3469242 flag=1 multi=16.0000 len=4785	0.00008	0.01222	0.00000	0.00000	90	0
k127_3045163 flag=1 multi=25.9613 len=3360	0.00008	0.01197	0.00000	0.00000	90	0
k127_2978264 flag=1 multi=54.0000 len=3766	0.00008	0.01169	0.00000	0.00000	90	0
k127_2976711 flag=1 multi=23.0000 len=33006	0.00008	0.01062	0.00000	0.00000	90	0
k127_297002 flag=1 multi=9.0000 len=3462	0.00008	0.01155	0.00000	0.00000	90	0
k127_2546542 flag=1 multi=14.0000 len=3218	0.00008	0.01142	0.00000	0.00000	90	0
k127_2282699 flag=1 multi=14.0000 len=2565	0.00008	0.01256	0.00000	0.00000	90	0
k127_2203105 flag=1 multi=52.1591 len=2182	0.00008	0.01197	0.00000	0.00000	90	0
k127_1901125 flag=1 multi=20.4180 len=4182	0.00008	0.01221	0.00000	0.00000	90	0
k127_1508589 flag=1 multi=41.0000 len=1395	0.00008	0.01185	0.00000	0.00000	90	0
k127_125113 flag=1 multi=25.0000 len=3062	0.00008	0.01196	0.00000	0.00000	90	0
k127_124579 flag=1 multi=10.0000 len=5096	0.00008	0.01258	0.00000	0.00000	90	0
k127_4083140 flag=0 multi=82.0360 len=1322	0.00008	0.01182	0.00003	0.00499	89	38
k127_5777081 flag=0 multi=73.9254 len=10620	0.00008	0.01246	0.00003	0.00400	89	30
k127_5397067 flag=1 multi=16.0000 len=2788	0.00008	0.01096	0.00001	0.00101	89	11
k127_4375618 flag=1 multi=28.0000 len=1904	0.00008	0.01059	0.00001	0.00106	89	9
k127_5938439 flag=1 multi=25.0000 len=3108	0.00008	0.01150	0.00001	0.00095	89	8
k127_4029965 flag=1 multi=36.0000 len=3454	0.00008	0.01189	0.00001	0.00075	89	7
k127_905668 flag=1 multi=44.7310 len=1878	0.00008	0.01185	0.00001	0.00085	89	6
k127_4474496 flag=1 multi=21.0000 len=3258	0.00008	0.01221	0.00001	0.00065	89	6
k127_1103786 flag=0 multi=34.0000 len=14267	0.00008	0.01117	0.00001	0.00048	89	6
k127_5030687 flag=0 multi=50.1493 len=1889	0.00008	0.01088	0.00000	0.00038	89	4
k127_4758241 flag=0 multi=81.9523 len=10665	0.00008	0.01132	0.00000	0.00035	89	3
k127_2529312 flag=1 multi=41.0000 len=2258	0.00008	0.01179	0.00000	0.00010	89	2
k127_1999254 flag=0 multi=12.0559 len=2740	0.00008	0.01131	0.00000	0.00019	89	2
k127_1978005 flag=0 multi=76.5894 len=8303	0.00008	0.01148	0.00000	0.00019	89	2
k127_1208959 flag=1 multi=135.0000 len=3063	0.00008	0.01159	0.00000	0.00008	89	2
k127_4173056 flag=0 multi=29.0578 len=3105	0.00008	0.01186	0.00000	0.00009	89	1
k127_3860149 flag=1 multi=18.0000 len=3016	0.00008	0.01098	0.00000	0.00005	89	1
k127_2081438 flag=1 multi=61.0000 len=1179	0.00008	0.01186	0.00000	0.00013	89	1
k127_1230618 flag=1 multi=46.2823 len=2543	0.00008	0.01176	0.00000	0.00011	89	1
k127_5921149 flag=1 multi=25.0000 len=3527	0.00008	0.01187	0.00000	0.00000	89	0
k127_4312432 flag=1 multi=37.2765 len=2774	0.00008	0.01210	0.00000	0.00000	89	0
k127_3953850 flag=1 multi=103.0000 len=2510	0.00008	0.01172	0.00000	0.00000	89	0
k127_3214717 flag=1 multi=9.0000 len=4012	0.00008	0.01166	0.00000	0.00000	89	0
k127_319976 flag=1 multi=27.0000 len=3094	0.00008	0.01161	0.00000	0.00000	89	0
k127_3040983 flag=1 multi=40.0000 len=2919	0.00008	0.01175	0.00000	0.00000	89	0
k127_286856 flag=1 multi=30.0000 len=3056	0.00008	0.01108	0.00000	0.00000	89	0
k127_2227781 flag=1 multi=23.0000 len=2875	0.00008	0.01178	0.00000	0.00000	89	0
k127_2098285 flag=1 multi=28.0000 len=2967	0.00008	0.01151	0.00000	0.00000	89	0
k127_1539882 flag=1 multi=13.0000 len=3861	0.00008	0.01203	0.00000	0.00000	89	0
k127_1483684 flag=0 multi=50.9457 len=2612	0.00008	0.01203	0.00000	0.00000	89	0
k127_1462715 flag=1 multi=12.3440 len=3406	0.00008	0.01207	0.00000	0.00000	89	0
k127_3478977 flag=1 multi=40.0366 len=41953	0.00008	0.00974	0.00002	0.00185	88	19
k127_3551072 flag=1 multi=16.0000 len=1826	0.00008	0.01173	0.00001	0.00134	88	12
k127_3840776 flag=0 multi=35.0903 len=10070	0.00008	0.01210	0.00001	0.00149	88	11
k127_894878 flag=1 multi=39.0000 len=2503	0.00008	0.01161	0.00001	0.00110	88	10
k127_2617587 flag=0 multi=31.0000 len=21998	0.00008	0.01009	0.00001	0.00072	88	8
k127_786688 flag=0 multi=60.7673 len=17801	0.00008	0.01231	0.00001	0.00089	88	7
k127_1721973 flag=1 multi=29.0000 len=1903	0.00008	0.01190	0.00001	0.00079	88	7
k127_725289 flag=1 multi=36.1003 len=2878	0.00008	0.01222	0.00001	0.00079	88	6
k127_2966096 flag=0 multi=55.4833 len=15421	0.00008	0.01164	0.00001	0.00071	88	6
k127_2267574 flag=0 multi=68.2173 len=10740	0.00008	0.01112	0.00001	0.00055	88	6
k127_4234593 flag=0 multi=110.9971 len=13596	0.00008	0.01169	0.00000	0.00032	88	3
k127_2316720 flag=1 multi=71.0000 len=2567	0.00008	0.01187	0.00000	0.00032	88	3
k127_1789967 flag=0 multi=67.0449 len=13197	0.00008	0.01179	0.00000	0.00035	88	3
k127_1545156 flag=1 multi=13.9880 len=4455	0.00008	0.01236	0.00000	0.00011	88	2
k127_644619 flag=0 multi=69.2001 len=9422	0.00008	0.01165	0.00000	0.00004	88	1
k127_5750875 flag=1 multi=56.0000 len=3405	0.00008	0.01185	0.00000	0.00009	88	1
k127_5693084 flag=1 multi=17.0000 len=2649	0.00008	0.01105	0.00000	0.00005	88	1
k127_5511571 flag=1 multi=207.0000 len=1419	0.00008	0.01053	0.00000	0.00008	88	1
k127_5299028 flag=1 multi=56.0000 len=3163	0.00008	0.01143	0.00000	0.00005	88	1
k127_520142 flag=0 multi=21.5766 len=1119	0.00008	0.01193	0.00000	0.00005	88	1
k127_5166898 flag=1 multi=41.0000 len=1384	0.00008	0.01205	0.00000	0.00009	88	1
k127_3411163 flag=1 multi=68.0000 len=2108	0.00008	0.01222	0.00000	0.00009	88	1
k127_3095370 flag=1 multi=60.0000 len=2502	0.00008	0.01108	0.00000	0.00011	88	1
k127_2336647 flag=1 multi=81.8321 len=5368	0.00008	0.01138	0.00000	0.00011	88	1
k127_1338256 flag=0 multi=49.9464 len=3167	0.00008	0.01219	0.00000	0.00015	88	1
k127_935415 flag=1 multi=29.0000 len=3168	0.00008	0.01165	0.00000	0.00000	88	0
k127_867471 flag=1 multi=19.0000 len=3640	0.00008	0.01158	0.00000	0.00000	88	0
k127_707945 flag=1 multi=43.0000 len=1966	0.00008	0.01172	0.00000	0.00000	88	0
k127_610083 flag=0 multi=54.0000 len=1477	0.00008	0.01181	0.00000	0.00000	88	0
k127_5715085 flag=1 multi=20.0000 len=1689	0.00008	0.01134	0.00000	0.00000	88	0
k127_523992 flag=1 multi=34.0000 len=3514	0.00008	0.01128	0.00000	0.00000	88	0
k127_5164537 flag=1 multi=17.0000 len=3902	0.00008	0.01193	0.00000	0.00000	88	0
k127_5022124 flag=1 multi=13.0000 len=3957	0.00008	0.01218	0.00000	0.00000	88	0
k127_4905264 flag=1 multi=16.0000 len=3014	0.00008	0.01173	0.00000	0.00000	88	0
k127_4866407 flag=1 multi=15.0000 len=2762	0.00008	0.01112	0.00000	0.00000	88	0
k127_4727288 flag=1 multi=8.0000 len=2991	0.00008	0.01169	0.00000	0.00000	88	0
k127_4016317 flag=1 multi=17.0000 len=2205	0.00008	0.01159	0.00000	0.00000	88	0
k127_386086 flag=1 multi=36.0000 len=1608	0.00008	0.01164	0.00000	0.00000	88	0
k127_3783572 flag=1 multi=7.0000 len=5685	0.00008	0.01183	0.00000	0.00000	88	0
k127_3464399 flag=0 multi=23.0000 len=1580	0.00008	0.01171	0.00000	0.00000	88	0
k127_3112758 flag=1 multi=13.8323 len=2530	0.00008	0.01124	0.00000	0.00000	88	0
k127_2826162 flag=1 multi=42.4641 len=1756	0.00008	0.01177	0.00000	0.00000	88	0
k127_2822381 flag=1 multi=16.0000 len=2876	0.00008	0.01112	0.00000	0.00000	88	0
k127_2581853 flag=1 multi=13.0000 len=4886	0.00008	0.01213	0.00000	0.00000	88	0
k127_2545260 flag=1 multi=31.1331 len=3523	0.00008	0.01162	0.00000	0.00000	88	0
k127_1449360 flag=1 multi=9.0000 len=5696	0.00008	0.01236	0.00000	0.00000	88	0
k127_1324996 flag=1 multi=86.0000 len=2061	0.00008	0.01177	0.00000	0.00000	88	0
k127_1217983 flag=1 multi=18.0000 len=3591	0.00008	0.01216	0.00000	0.00000	88	0
k127_1101765 flag=1 multi=38.3594 len=2684	0.00008	0.01113	0.00000	0.00000	88	0
k127_1060071 flag=1 multi=83.0000 len=3714	0.00008	0.01152	0.00000	0.00000	88	0
k127_1045312 flag=1 multi=34.9593 len=3076	0.00008	0.01247	0.00000	0.00000	88	0
k127_103404 flag=0 multi=45.0274 len=1551	0.00008	0.01129	0.00000	0.00000	88	0
k127_1595606 flag=1 multi=23.0002 len=5536	0.00008	0.01000	0.00002	0.00249	87	24
k127_3889097 flag=0 multi=67.1670 len=1654	0.00008	0.01152	0.00002	0.00270	87	20
k127_4356964 flag=0 multi=104.0000 len=2299	0.00008	0.01167	0.00001	0.00116	87	10
k127_1163008 flag=0 multi=24.0179 len=23602	0.00008	0.00935	0.00001	0.00068	87	8
k127_1934185 flag=0 multi=68.1787 len=11732	0.00008	0.01158	0.00001	0.00085	87	7
k127_3044171 flag=0 multi=55.7705 len=9830	0.00008	0.01181	0.00001	0.00069	87	6
k127_732271 flag=1 multi=45.2797 len=1829	0.00008	0.01150	0.00000	0.00073	87	5
k127_640159 flag=1 multi=25.0000 len=1400	0.00008	0.01187	0.00000	0.00051	87	4
k127_4820948 flag=1 multi=23.0000 len=3190	0.00008	0.01154	0.00000	0.00021	87	3
k127_1609545 flag=1 multi=87.0000 len=4240	0.00008	0.01153	0.00000	0.00025	87	3
k127_5624850 flag=1 multi=11.0000 len=3002	0.00008	0.01108	0.00000	0.00010	87	2
k127_3687055 flag=1 multi=39.0000 len=3857	0.00008	0.01173	0.00000	0.00019	87	2
k127_3264686 flag=1 multi=55.0000 len=2980	0.00008	0.01117	0.00000	0.00022	87	2
k127_48552 flag=1 multi=37.0000 len=3126	0.00008	0.01164	0.00000	0.00007	87	1
k127_4517845 flag=1 multi=25.0000 len=2111	0.00008	0.01180	0.00000	0.00012	87	1
k127_4085498 flag=1 multi=36.0000 len=2002	0.00008	0.01174	0.00000	0.00015	87	1
k127_2960118 flag=1 multi=18.0000 len=9154	0.00008	0.01050	0.00000	0.00009	87	1
k127_2443190 flag=1 multi=14.0000 len=3329	0.00008	0.01077	0.00000	0.00005	87	1
k127_751888 flag=0 multi=29.8384 len=2875	0.00008	0.01163	0.00000	0.00000	87	0
k127_727011 flag=1 multi=38.0000 len=3969	0.00008	0.01133	0.00000	0.00000	87	0
k127_641734 flag=1 multi=66.0000 len=2111	0.00008	0.01183	0.00000	0.00000	87	0
k127_5862834 flag=1 multi=21.0000 len=1261	0.00008	0.01184	0.00000	0.00000	87	0
k127_5839964 flag=1 multi=123.0000 len=2150	0.00008	0.01080	0.00000	0.00000	87	0
k127_5720540 flag=1 multi=29.0000 len=3600	0.00008	0.01145	0.00000	0.00000	87	0
k127_5140877 flag=1 multi=53.0000 len=3348	0.00008	0.01155	0.00000	0.00000	87	0
k127_4865401 flag=1 multi=10.0000 len=4528	0.00008	0.01199	0.00000	0.00000	87	0
k127_4270813 flag=1 multi=77.0000 len=1141	0.00008	0.01182	0.00000	0.00000	87	0
k127_4229274 flag=1 multi=20.0000 len=3314	0.00008	0.01161	0.00000	0.00000	87	0
k127_4033900 flag=1 multi=59.0000 len=3347	0.00008	0.01128	0.00000	0.00000	87	0
k127_4010547 flag=1 multi=12.0000 len=3190	0.00008	0.01107	0.00000	0.00000	87	0
k127_3949391 flag=0 multi=13.0513 len=1297	0.00008	0.01184	0.00000	0.00000	87	0
k127_3661496 flag=1 multi=11.0000 len=6166	0.00008	0.01129	0.00000	0.00000	87	0
k127_289023 flag=1 multi=39.0000 len=1710	0.00008	0.01123	0.00000	0.00000	87	0
k127_2215189 flag=1 multi=26.1525 len=1825	0.00008	0.01151	0.00000	0.00000	87	0
k127_1800689 flag=1 multi=14.0000 len=2625	0.00008	0.01057	0.00000	0.00000	87	0
k127_1780181 flag=1 multi=40.0000 len=3206	0.00008	0.01166	0.00000	0.00000	87	0
k127_15515 flag=1 multi=14.0000 len=2927	0.00008	0.01058	0.00000	0.00000	87	0
k127_1479367 flag=0 multi=75.0263 len=6861	0.00008	0.01099	0.00000	0.00000	87	0
k127_112026 flag=1 multi=13.0000 len=3340	0.00008	0.01097	0.00000	0.00000	87	0
k127_2770498 flag=1 multi=98.8052 len=10896	0.00008	0.01199	0.00004	0.00529	86	39
k127_5173952 flag=1 multi=24.0000 len=2957	0.00008	0.01153	0.00001	0.00192	86	16
k127_5380480 flag=1 multi=28.6911 len=90307	0.00008	0.00897	0.00001	0.00133	86	14
k127_1989470 flag=0 multi=80.5433 len=11369	0.00008	0.01167	0.00001	0.00143	86	10
k127_1474740 flag=0 multi=52.9403 len=10689	0.00008	0.01205	0.00001	0.00113	86	8
k127_5014548 flag=1 multi=16.0000 len=3644	0.00008	0.01101	0.00000	0.00054	86	5
k127_3065854 flag=1 multi=146.0000 len=2980	0.00008	0.01118	0.00000	0.00040	86	4
k127_555512 flag=1 multi=36.0000 len=2879	0.00008	0.01134	0.00000	0.00030	86	3
k127_5902204 flag=1 multi=25.0000 len=3216	0.00008	0.01063	0.00000	0.00017	86	2
k127_3794352 flag=0 multi=50.9423 len=1513	0.00008	0.01113	0.00000	0.00024	86	2
k127_3046005 flag=1 multi=91.0000 len=1755	0.00008	0.01036	0.00000	0.00026	86	2
k127_1389632 flag=1 multi=20.0000 len=2804	0.00008	0.01173	0.00000	0.00021	86	2
k127_5402757 flag=1 multi=13.0000 len=4231	0.00008	0.01096	0.00000	0.00005	86	1
k127_4464702 flag=1 multi=28.0000 len=2626	0.00008	0.01109	0.00000	0.00015	86	1
k127_3853288 flag=1 multi=23.2287 len=1111	0.00008	0.01094	0.00000	0.00005	86	1
k127_2671750 flag=1 multi=53.0000 len=2572	0.00008	0.01126	0.00000	0.00007	86	1
k127_2358800 flag=0 multi=82.3838 len=2884	0.00008	0.00966	0.00000	0.00008	86	1
k127_2295127 flag=1 multi=24.1881 len=2817	0.00008	0.01055	0.00000	0.00009	86	1
k127_1973854 flag=1 multi=76.0000 len=1857	0.00008	0.01119	0.00000	0.00015	86	1
k127_98906 flag=1 multi=94.0000 len=2960	0.00008	0.01140	0.00000	0.00000	86	0
k127_5840299 flag=1 multi=15.0000 len=3769	0.00008	0.01047	0.00000	0.00000	86	0
