#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_4413173 flag=0 multi=70.0406 len=3897	0.00006	0.00903	0.00001	0.00221	74	19
k127_5182014 flag=0 multi=70.9666 len=5973	0.00006	0.00913	0.00001	0.00195	74	17
k127_2328639 flag=0 multi=121.3206 len=6188	0.00006	0.00934	0.00001	0.00207	74	17
k127_2679513 flag=0 multi=67.0662 len=2892	0.00006	0.00918	0.00001	0.00130	74	16
k127_1142268 flag=1 multi=128.9642 len=6952	0.00006	0.00931	0.00001	0.00208	74	16
k127_1090078 flag=0 multi=98.7938 len=1160	0.00006	0.00955	0.00001	0.00184	74	13
k127_2041964 flag=0 multi=114.0238 len=2811	0.00006	0.00953	0.00001	0.00136	74	12
k127_1119262 flag=1 multi=64.0000 len=8284	0.00006	0.00865	0.00001	0.00151	74	12
k127_944438 flag=0 multi=57.9996 len=11547	0.00006	0.01004	0.00001	0.00148	74	11
k127_5056278 flag=1 multi=35.0000 len=3620	0.00006	0.00856	0.00001	0.00134	74	11
k127_47581 flag=1 multi=36.1443 len=11828	0.00006	0.00852	0.00001	0.00121	74	10
k127_4238045 flag=0 multi=70.8676 len=1985	0.00006	0.00966	0.00001	0.00146	74	10
k127_3487163 flag=1 multi=32.0000 len=12917	0.00006	0.00937	0.00001	0.00130	74	10
k127_240179 flag=1 multi=36.2464 len=8223	0.00006	0.00922	0.00001	0.00129	74	10
k127_865120 flag=0 multi=115.4795 len=12425	0.00006	0.00865	0.00001	0.00109	74	9
k127_728785 flag=1 multi=14.0000 len=3562	0.00006	0.00854	0.00001	0.00063	74	9
k127_3643991 flag=1 multi=34.3033 len=3790	0.00006	0.00960	0.00001	0.00102	74	9
k127_845595 flag=0 multi=70.5134 len=20613	0.00006	0.00965	0.00000	0.00046	74	5
k127_1340568 flag=0 multi=100.9130 len=7140	0.00006	0.00762	0.00000	0.00043	74	4
k127_4225362 flag=1 multi=48.0000 len=4531	0.00006	0.00861	0.00000	0.00021	74	3
k127_2823777 flag=1 multi=57.1034 len=4867	0.00006	0.00908	0.00000	0.00027	74	3
k127_1031171 flag=1 multi=38.0000 len=5756	0.00006	0.00911	0.00000	0.00027	74	3
k127_2771910 flag=1 multi=48.0000 len=4703	0.00006	0.00975	0.00000	0.00020	74	2
k127_2124250 flag=0 multi=121.9284 len=3771	0.00006	0.00995	0.00000	0.00029	74	2
k127_904596 flag=1 multi=11.0000 len=11317	0.00006	0.00992	0.00000	0.00000	74	0
k127_515708 flag=1 multi=11.0000 len=4340	0.00006	0.00926	0.00000	0.00000	74	0
k127_446683 flag=0 multi=61.4777 len=3755	0.00006	0.01008	0.00000	0.00000	74	0
k127_405359 flag=1 multi=62.0000 len=2922	0.00006	0.01016	0.00000	0.00000	74	0
k127_3553351 flag=0 multi=79.1200 len=4828	0.00006	0.01066	0.00000	0.00000	74	0
k127_2935148 flag=1 multi=15.0000 len=2230	0.00006	0.00900	0.00000	0.00000	74	0
k127_2714044 flag=1 multi=79.6207 len=3085	0.00006	0.00900	0.00000	0.00000	74	0
k127_2537736 flag=0 multi=105.4014 len=10576	0.00006	0.00840	0.00000	0.00000	74	0
k127_2251078 flag=1 multi=42.0000 len=6455	0.00006	0.00969	0.00000	0.00000	74	0
k127_1392869 flag=1 multi=62.0000 len=7236	0.00006	0.00983	0.00000	0.00000	74	0
k127_1510558 flag=0 multi=80.9922 len=2831	0.00006	0.00966	0.00003	0.00519	73	42
k127_2598639 flag=1 multi=64.7235 len=4485	0.00006	0.00910	0.00003	0.00374	73	32
k127_716144 flag=0 multi=119.5763 len=3627	0.00006	0.00927	0.00002	0.00274	73	23
k127_937372 flag=1 multi=26.0000 len=10764	0.00006	0.00892	0.00002	0.00244	73	22
k127_486679 flag=0 multi=81.0000 len=1337	0.00006	0.00952	0.00002	0.00265	73	20
k127_1011799 flag=1 multi=86.6025 len=9187	0.00006	0.00881	0.00001	0.00187	73	18
k127_1374144 flag=0 multi=160.9936 len=3591	0.00006	0.00964	0.00001	0.00167	73	14
k127_3627762 flag=1 multi=70.6002 len=24988	0.00006	0.00926	0.00001	0.00140	73	13
k127_1830231 flag=1 multi=34.0000 len=61965	0.00006	0.00842	0.00001	0.00118	73	13
k127_5102124 flag=1 multi=18.0000 len=3003	0.00006	0.00897	0.00001	0.00131	73	12
k127_4732752 flag=1 multi=37.0000 len=3812	0.00006	0.00959	0.00001	0.00139	73	12
k127_1438348 flag=1 multi=111.6151 len=13059	0.00006	0.00920	0.00001	0.00111	73	10
k127_1794299 flag=1 multi=70.0269 len=5562	0.00006	0.00878	0.00001	0.00082	73	9
k127_1414401 flag=0 multi=131.5714 len=5531	0.00006	0.00896	0.00001	0.00089	73	9
k127_5900573 flag=1 multi=23.0000 len=19843	0.00006	0.00864	0.00000	0.00082	73	6
k127_3826716 flag=1 multi=25.0000 len=4504	0.00006	0.00862	0.00000	0.00044	73	6
k127_2633418 flag=1 multi=83.0000 len=7040	0.00006	0.00918	0.00000	0.00084	73	6
k127_634543 flag=1 multi=39.9501 len=4817	0.00006	0.00839	0.00000	0.00069	73	5
k127_5792716 flag=0 multi=53.0296 len=11734	0.00006	0.00918	0.00000	0.00063	73	5
k127_2340359 flag=0 multi=70.4256 len=12121	0.00006	0.00893	0.00000	0.00043	73	5
k127_1929225 flag=1 multi=38.0000 len=6926	0.00006	0.00924	0.00000	0.00062	73	5
k127_1043534 flag=0 multi=31.1949 len=13664	0.00006	0.00964	0.00000	0.00063	73	5
k127_3384629 flag=0 multi=82.0405 len=6791	0.00006	0.00971	0.00000	0.00059	73	4
k127_2194078 flag=1 multi=51.4539 len=6732	0.00006	0.00840	0.00000	0.00027	73	4
k127_1646356 flag=1 multi=24.0000 len=1436	0.00006	0.00957	0.00000	0.00046	73	4
k127_471447 flag=0 multi=48.0028 len=2634	0.00006	0.00951	0.00000	0.00040	73	3
k127_394640 flag=0 multi=52.4877 len=6217	0.00006	0.00904	0.00000	0.00023	73	3
k127_846333 flag=0 multi=156.0000 len=1317	0.00006	0.00921	0.00000	0.00013	73	2
k127_1019750 flag=1 multi=124.0000 len=8132	0.00006	0.00932	0.00000	0.00015	73	2
k127_5918445 flag=0 multi=141.9735 len=3940	0.00006	0.01006	0.00000	0.00013	73	1
k127_4977406 flag=1 multi=23.0000 len=2819	0.00006	0.00963	0.00000	0.00009	73	1
k127_419620 flag=0 multi=43.4592 len=1647	0.00006	0.00979	0.00000	0.00014	73	1
k127_2491229 flag=1 multi=108.0000 len=5314	0.00006	0.00911	0.00000	0.00006	73	1
k127_915106 flag=0 multi=72.8920 len=7302	0.00006	0.01000	0.00000	0.00000	73	0
k127_854671 flag=1 multi=49.6918 len=4728	0.00006	0.00996	0.00000	0.00000	73	0
k127_5576195 flag=0 multi=177.1296 len=4532	0.00006	0.00955	0.00000	0.00000	73	0
k127_3439141 flag=1 multi=8.0000 len=1407	0.00006	0.00997	0.00000	0.00000	73	0
k127_3072946 flag=1 multi=38.0000 len=6210	0.00006	0.00902	0.00000	0.00000	73	0
k127_2701066 flag=1 multi=14.0000 len=11944	0.00006	0.01000	0.00000	0.00000	73	0
k127_1540757 flag=1 multi=14.0000 len=2507	0.00006	0.00903	0.00000	0.00000	73	0
k127_2689856 flag=0 multi=63.3514 len=18001	0.00006	0.00797	0.00002	0.00297	72	27
k127_1700866 flag=1 multi=26.2026 len=15519	0.00006	0.00685	0.00002	0.00206	72	26
k127_86422 flag=0 multi=116.5139 len=4003	0.00006	0.00821	0.00002	0.00244	72	21
k127_5658740 flag=0 multi=98.8048 len=17899	0.00006	0.00973	0.00002	0.00250	72	21
k127_2072043 flag=0 multi=93.4260 len=12762	0.00006	0.00960	0.00002	0.00296	72	21
k127_5200485 flag=1 multi=73.0999 len=10589	0.00006	0.00945	0.00001	0.00215	72	18
k127_1989470 flag=0 multi=80.5433 len=11369	0.00006	0.00900	0.00001	0.00200	72	17
k127_5597828 flag=1 multi=97.0000 len=2677	0.00006	0.00930	0.00001	0.00189	72	16
k127_3529219 flag=0 multi=58.0000 len=9333	0.00006	0.00859	0.00001	0.00163	72	15
k127_161047 flag=0 multi=60.0466 len=10481	0.00006	0.00825	0.00001	0.00152	72	15
k127_2799457 flag=1 multi=34.2623 len=5575	0.00006	0.00841	0.00001	0.00159	72	14
k127_1182040 flag=1 multi=48.0789 len=2876	0.00006	0.00909	0.00001	0.00163	72	14
k127_57283 flag=1 multi=116.7728 len=4855	0.00006	0.00872	0.00001	0.00173	72	13
k127_112603 flag=0 multi=48.5829 len=36272	0.00006	0.00792	0.00001	0.00122	72	13
k127_3916355 flag=1 multi=84.7773 len=4612	0.00006	0.00902	0.00001	0.00157	72	12
k127_2841245 flag=1 multi=117.0000 len=3701	0.00006	0.00944	0.00001	0.00134	72	12
k127_4726981 flag=1 multi=33.0000 len=5171	0.00006	0.00991	0.00001	0.00149	72	11
k127_3895316 flag=1 multi=28.0000 len=5049	0.00006	0.00887	0.00001	0.00100	72	10
k127_1834535 flag=0 multi=58.8560 len=12600	0.00006	0.00891	0.00001	0.00107	72	9
k127_752861 flag=1 multi=94.0000 len=6426	0.00006	0.00987	0.00001	0.00099	72	8
k127_4244107 flag=0 multi=53.8437 len=21036	0.00006	0.00873	0.00001	0.00096	72	8
k127_2877646 flag=1 multi=40.0000 len=12045	0.00006	0.00810	0.00001	0.00084	72	8
k127_525733 flag=1 multi=27.0000 len=7670	0.00006	0.00958	0.00001	0.00085	72	7
k127_31812 flag=0 multi=21.2756 len=4209	0.00006	0.00941	0.00000	0.00082	72	6
k127_2507102 flag=0 multi=37.0000 len=5685	0.00006	0.00825	0.00000	0.00046	72	6
k127_5842819 flag=0 multi=78.7373 len=11470	0.00006	0.00818	0.00000	0.00046	72	5
k127_3235365 flag=1 multi=14.0000 len=4199	0.00006	0.00857	0.00000	0.00037	72	5
k127_4972597 flag=1 multi=85.9281 len=4547	0.00006	0.00878	0.00000	0.00039	72	4
k127_3836203 flag=0 multi=53.3866 len=3567	0.00006	0.00904	0.00000	0.00040	72	4
k127_68297 flag=0 multi=188.7784 len=1210	0.00006	0.00960	0.00000	0.00037	72	3
k127_5927406 flag=0 multi=32.0750 len=2873	0.00006	0.00948	0.00000	0.00038	72	3
k127_4732215 flag=0 multi=46.9978 len=13868	0.00006	0.00871	0.00000	0.00044	72	3
k127_1521933 flag=1 multi=50.6084 len=8622	0.00006	0.00874	0.00000	0.00031	72	3
k127_4312564 flag=1 multi=138.4179 len=4250	0.00006	0.00858	0.00000	0.00029	72	2
k127_3433705 flag=1 multi=54.0000 len=5462	0.00006	0.00840	0.00000	0.00019	72	2
k127_2132452 flag=0 multi=63.6242 len=3576	0.00006	0.00949	0.00000	0.00025	72	2
k127_1736945 flag=1 multi=52.0000 len=4636	0.00006	0.00916	0.00000	0.00009	72	2
k127_4696823 flag=0 multi=35.0244 len=9535	0.00006	0.00963	0.00000	0.00008	72	1
k127_4477401 flag=0 multi=137.2314 len=8488	0.00006	0.00947	0.00000	0.00005	72	1
k127_3131645 flag=1 multi=140.8209 len=9457	0.00006	0.00949	0.00000	0.00015	72	1
k127_168110 flag=1 multi=177.0000 len=4185	0.00006	0.00966	0.00000	0.00015	72	1
k127_132414 flag=0 multi=75.8792 len=12007	0.00006	0.00913	0.00000	0.00008	72	1
k127_1303978 flag=0 multi=82.8528 len=8767	0.00006	0.00805	0.00000	0.00008	72	1
k127_88459 flag=1 multi=37.0010 len=4126	0.00006	0.00879	0.00000	0.00000	72	0
k127_5755228 flag=1 multi=14.0000 len=10041	0.00006	0.01001	0.00000	0.00000	72	0
k127_5496274 flag=1 multi=69.0000 len=3176	0.00006	0.00983	0.00000	0.00000	72	0
k127_5420562 flag=0 multi=47.9403 len=3647	0.00006	0.00887	0.00000	0.00000	72	0
k127_5199587 flag=0 multi=108.0578 len=1251	0.00006	0.00880	0.00000	0.00000	72	0
k127_4416893 flag=0 multi=52.0000 len=1474	0.00006	0.00981	0.00000	0.00000	72	0
k127_4123075 flag=1 multi=77.0000 len=2386	0.00006	0.00943	0.00000	0.00000	72	0
k127_3952573 flag=1 multi=11.0000 len=1099	0.00006	0.00883	0.00000	0.00000	72	0
k127_3548054 flag=1 multi=14.0000 len=2584	0.00006	0.00814	0.00000	0.00000	72	0
k127_3331293 flag=0 multi=81.0000 len=1041	0.00006	0.00923	0.00000	0.00000	72	0
k127_2840561 flag=1 multi=78.0000 len=3209	0.00006	0.00897	0.00000	0.00000	72	0
k127_2536868 flag=1 multi=81.6695 len=2115	0.00006	0.00939	0.00000	0.00000	72	0
k127_2176255 flag=1 multi=119.0000 len=4324	0.00006	0.00880	0.00000	0.00000	72	0
k127_1551028 flag=0 multi=136.0000 len=2860	0.00006	0.00845	0.00000	0.00000	72	0
k127_1298503 flag=1 multi=42.0000 len=2782	0.00006	0.01031	0.00000	0.00000	72	0
k127_3266086 flag=0 multi=80.0000 len=1777	0.00006	0.00948	0.00003	0.00480	71	36
k127_566041 flag=1 multi=31.9131 len=3696	0.00006	0.00919	0.00002	0.00278	71	22
k127_453814 flag=1 multi=39.0000 len=9586	0.00006	0.00898	0.00002	0.00266	71	21
k127_2966023 flag=1 multi=25.0000 len=4317	0.00006	0.00871	0.00001	0.00180	71	14
k127_1586733 flag=0 multi=80.3429 len=6222	0.00006	0.00919	0.00001	0.00144	71	13
k127_274142 flag=0 multi=152.7714 len=4431	0.00006	0.00865	0.00001	0.00144	71	12
k127_268518 flag=1 multi=102.0000 len=3429	0.00006	0.00914	0.00001	0.00106	71	10
k127_1147072 flag=0 multi=39.3573 len=1392	0.00006	0.00812	0.00001	0.00059	71	10
k127_4094407 flag=1 multi=30.0000 len=1250	0.00006	0.00884	0.00001	0.00120	71	9
k127_2498594 flag=0 multi=64.6621 len=9517	0.00006	0.00995	0.00001	0.00087	71	7
k127_1249181 flag=0 multi=50.9826 len=3173	0.00006	0.00978	0.00001	0.00099	71	7
k127_3545195 flag=0 multi=59.3125 len=9411	0.00006	0.00862	0.00000	0.00066	71	6
k127_204069 flag=1 multi=32.0000 len=13127	0.00006	0.00803	0.00000	0.00057	71	6
k127_935945 flag=1 multi=43.0000 len=11987	0.00006	0.00872	0.00000	0.00036	71	5
k127_4818150 flag=1 multi=21.9465 len=12991	0.00006	0.00834	0.00000	0.00047	71	4
k127_4575220 flag=1 multi=19.2798 len=7830	0.00006	0.00860	0.00000	0.00033	71	4
k127_4303705 flag=0 multi=131.5444 len=8818	0.00006	0.00964	0.00000	0.00042	71	4
k127_3848909 flag=1 multi=50.0000 len=4318	0.00006	0.00872	0.00000	0.00050	71	4
k127_3003150 flag=0 multi=89.4065 len=4036	0.00006	0.00913	0.00000	0.00039	71	4
k127_5798937 flag=1 multi=96.0000 len=3554	0.00006	0.00914	0.00000	0.00031	71	3
k127_5017486 flag=1 multi=19.0000 len=8504	0.00006	0.00873	0.00000	0.00018	71	3
k127_3245658 flag=0 multi=96.1328 len=2566	0.00006	0.00888	0.00000	0.00027	71	3
k127_3171348 flag=1 multi=47.0000 len=5776	0.00006	0.00851	0.00000	0.00036	71	3
k127_1828665 flag=1 multi=53.0000 len=1318	0.00006	0.00988	0.00000	0.00027	71	3
k127_4081786 flag=0 multi=79.4696 len=11882	0.00006	0.00927	0.00000	0.00014	71	2
k127_3558413 flag=0 multi=110.9440 len=1483	0.00006	0.00940	0.00000	0.00018	71	2
k127_2856689 flag=1 multi=22.0000 len=3071	0.00006	0.00938	0.00000	0.00018	71	2
k127_982413 flag=1 multi=53.9623 len=19959	0.00006	0.00886	0.00000	0.00007	71	1
k127_789747 flag=0 multi=89.1330 len=2991	0.00006	0.00835	0.00000	0.00006	71	1
k127_59866 flag=1 multi=106.9251 len=1209	0.00006	0.00852	0.00000	0.00010	71	1
k127_5303266 flag=1 multi=85.9378 len=3022	0.00006	0.00918	0.00000	0.00014	71	1
k127_512824 flag=1 multi=13.0000 len=5414	0.00006	0.00849	0.00000	0.00005	71	1
k127_1372500 flag=1 multi=46.6390 len=9031	0.00006	0.00891	0.00000	0.00015	71	1
k127_618590 flag=1 multi=14.0000 len=9491	0.00006	0.00975	0.00000	0.00000	71	0
k127_5580658 flag=1 multi=69.0000 len=5892	0.00006	0.00951	0.00000	0.00000	71	0
k127_4895076 flag=0 multi=99.6862 len=5761	0.00006	0.00936	0.00000	0.00000	71	0
k127_4564613 flag=1 multi=101.0000 len=1258	0.00006	0.00942	0.00000	0.00000	71	0
k127_3669049 flag=1 multi=24.0000 len=8760	0.00006	0.00948	0.00000	0.00000	71	0
k127_3446753 flag=0 multi=123.0000 len=1054	0.00006	0.00942	0.00000	0.00000	71	0
k127_3232519 flag=0 multi=89.1595 len=4862	0.00006	0.00876	0.00000	0.00000	71	0
k127_308133 flag=1 multi=37.0000 len=4860	0.00006	0.00944	0.00000	0.00000	71	0
k127_2464799 flag=1 multi=70.0000 len=12261	0.00006	0.00796	0.00000	0.00000	71	0
k127_1546690 flag=0 multi=64.9888 len=3440	0.00006	0.00945	0.00000	0.00000	71	0
k127_672087 flag=0 multi=94.2228 len=3385	0.00005	0.00943	0.00003	0.00464	70	42
k127_1897057 flag=0 multi=90.0000 len=2887	0.00005	0.00860	0.00002	0.00344	70	29
k127_3132274 flag=0 multi=95.3914 len=3924	0.00005	0.00778	0.00002	0.00263	70	24
k127_5899692 flag=1 multi=85.0000 len=8796	0.00005	0.00815	0.00002	0.00223	70	21
k127_1947958 flag=1 multi=52.0000 len=5767	0.00005	0.00872	0.00001	0.00233	70	19
k127_927733 flag=1 multi=78.5788 len=3871	0.00005	0.00930	0.00001	0.00211	70	18
k127_580323 flag=1 multi=113.0678 len=10628	0.00005	0.00924	0.00001	0.00249	70	18
k127_1321683 flag=0 multi=105.2113 len=14872	0.00005	0.00918	0.00001	0.00221	70	18
k127_3486533 flag=0 multi=78.0697 len=6717	0.00005	0.00882	0.00001	0.00168	70	15
k127_599676 flag=1 multi=14.0000 len=3339	0.00005	0.00827	0.00001	0.00161	70	14
k127_1388473 flag=0 multi=153.6905 len=2831	0.00005	0.00885	0.00001	0.00173	70	14
k127_2187705 flag=1 multi=47.5530 len=6436	0.00005	0.00866	0.00001	0.00160	70	13
k127_1949471 flag=1 multi=54.0000 len=5865	0.00005	0.00686	0.00001	0.00109	70	13
k127_682883 flag=1 multi=47.0000 len=5309	0.00005	0.00862	0.00001	0.00136	70	11
k127_1544777 flag=1 multi=122.8459 len=16379	0.00005	0.00852	0.00001	0.00127	70	11
k127_2374129 flag=1 multi=50.0000 len=3717	0.00005	0.00866	0.00001	0.00113	70	10
k127_5808181 flag=0 multi=57.0355 len=12244	0.00005	0.00939	0.00001	0.00104	70	9
k127_5441324 flag=0 multi=87.9947 len=2587	0.00005	0.00947	0.00001	0.00117	70	9
k127_3639292 flag=1 multi=34.0000 len=5752	0.00005	0.00900	0.00001	0.00105	70	9
k127_1825316 flag=1 multi=41.0241 len=5476	0.00005	0.00841	0.00001	0.00107	70	9
k127_1547016 flag=1 multi=33.0000 len=23235	0.00005	0.00837	0.00001	0.00096	70	9
k127_4010332 flag=1 multi=83.0000 len=2648	0.00005	0.00815	0.00001	0.00089	70	8
k127_3915749 flag=1 multi=23.0246 len=5501	0.00005	0.00834	0.00001	0.00063	70	8
k127_1761865 flag=0 multi=73.2543 len=35611	0.00005	0.00768	0.00001	0.00069	70	8
k127_5802706 flag=1 multi=12.0000 len=2844	0.00005	0.00882	0.00001	0.00085	70	7
k127_5064576 flag=0 multi=75.5032 len=8153	0.00005	0.00845	0.00001	0.00084	70	7
k127_5844734 flag=1 multi=32.0000 len=3450	0.00005	0.00817	0.00000	0.00075	70	6
k127_2621270 flag=1 multi=49.6492 len=16661	0.00005	0.00852	0.00000	0.00047	70	6
k127_5369720 flag=1 multi=90.4252 len=5665	0.00005	0.00865	0.00000	0.00032	70	5
k127_5489950 flag=1 multi=13.0000 len=6912	0.00005	0.00838	0.00000	0.00025	70	3
k127_4109475 flag=0 multi=37.3898 len=3157	0.00005	0.00829	0.00000	0.00033	70	3
k127_1002782 flag=1 multi=30.0043 len=9369	0.00005	0.00875	0.00000	0.00038	70	3
k127_395020 flag=1 multi=69.2227 len=19770	0.00005	0.00864	0.00000	0.00009	70	2
k127_3478136 flag=0 multi=30.3675 len=6108	0.00005	0.00875	0.00000	0.00020	70	2
k127_1648592 flag=0 multi=61.0000 len=1009	0.00005	0.00901	0.00000	0.00029	70	2
k127_1595475 flag=1 multi=62.6664 len=5664	0.00005	0.00927	0.00000	0.00011	70	2
k127_5414050 flag=0 multi=83.0065 len=2429	0.00005	0.00887	0.00000	0.00007	70	1
k127_5410831 flag=1 multi=68.0000 len=3855	0.00005	0.00875	0.00000	0.00015	70	1
k127_5077733 flag=0 multi=43.2123 len=3339	0.00005	0.00865	0.00000	0.00015	70	1
k127_4626564 flag=0 multi=108.0125 len=1403	0.00005	0.00944	0.00000	0.00005	70	1
k127_4560389 flag=1 multi=99.7538 len=8743	0.00005	0.00781	0.00000	0.00014	70	1
k127_3656139 flag=1 multi=62.6172 len=11282	0.00005	0.00950	0.00000	0.00010	70	1
k127_3052927 flag=1 multi=80.0000 len=3805	0.00005	0.00917	0.00000	0.00015	70	1
k127_2856260 flag=1 multi=14.0000 len=4373	0.00005	0.00881	0.00000	0.00005	70	1
k127_241220 flag=1 multi=30.1757 len=5295	0.00005	0.00946	0.00000	0.00005	70	1
k127_2157145 flag=1 multi=78.0000 len=5960	0.00005	0.00926	0.00000	0.00005	70	1
k127_1489824 flag=1 multi=17.0000 len=4049	0.00005	0.00912	0.00000	0.00015	70	1
k127_829050 flag=1 multi=80.0000 len=3563	0.00005	0.00926	0.00000	0.00000	70	0
k127_5103438 flag=1 multi=29.0000 len=1538	0.00005	0.00929	0.00000	0.00000	70	0
k127_4643387 flag=0 multi=16.0277 len=1174	0.00005	0.00919	0.00000	0.00000	70	0
k127_4579625 flag=1 multi=143.3735 len=2245	0.00005	0.00936	0.00000	0.00000	70	0
k127_4472769 flag=1 multi=35.0000 len=7701	0.00005	0.00935	0.00000	0.00000	70	0
k127_430023 flag=1 multi=21.0000 len=4942	0.00005	0.00874	0.00000	0.00000	70	0
k127_4268308 flag=1 multi=53.0000 len=3546	0.00005	0.00885	0.00000	0.00000	70	0
k127_3483425 flag=1 multi=53.5505 len=6974	0.00005	0.00839	0.00000	0.00000	70	0
k127_2081468 flag=1 multi=41.0000 len=1117	0.00005	0.00923	0.00000	0.00000	70	0
k127_2046057 flag=0 multi=50.6800 len=4267	0.00005	0.00884	0.00000	0.00000	70	0
k127_1796552 flag=0 multi=147.0000 len=1287	0.00005	0.00997	0.00000	0.00000	70	0
k127_1701090 flag=1 multi=32.9126 len=8673	0.00005	0.00971	0.00000	0.00000	70	0
k127_1017826 flag=1 multi=82.3916 len=4300	0.00005	0.00852	0.00000	0.00000	70	0
k127_939979 flag=1 multi=35.0000 len=1189	0.00005	0.00947	0.00001	0.00224	69	18
k127_1012962 flag=1 multi=76.0000 len=5868	0.00005	0.00779	0.00001	0.00210	69	17
k127_357122 flag=0 multi=33.4530 len=18820	0.00005	0.00871	0.00001	0.00224	69	16
k127_1913701 flag=1 multi=88.0000 len=3381	0.00005	0.00833	0.00001	0.00198	69	16
k127_2305623 flag=1 multi=79.0000 len=9472	0.00005	0.00850	0.00001	0.00154	69	13
k127_5754355 flag=0 multi=96.0000 len=2600	0.00005	0.00834	0.00001	0.00129	69	12
k127_3861920 flag=0 multi=67.9306 len=4262	0.00005	0.00922	0.00001	0.00147	69	12
k127_999061 flag=0 multi=53.4135 len=7217	0.00005	0.00826	0.00001	0.00137	69	11
k127_893386 flag=1 multi=59.0000 len=6012	0.00005	0.00931	0.00001	0.00140	69	11
k127_834369 flag=1 multi=128.1702 len=12378	0.00005	0.00758	0.00001	0.00108	69	11
k127_1771979 flag=0 multi=92.0910 len=5874	0.00005	0.00906	0.00001	0.00136	69	10
k127_2271735 flag=0 multi=60.3431 len=44478	0.00005	0.00790	0.00001	0.00082	69	9
k127_626449 flag=0 multi=101.0574 len=3803	0.00005	0.00829	0.00001	0.00098	69	8
k127_4712554 flag=1 multi=71.0000 len=4712	0.00005	0.00874	0.00001	0.00059	69	8
k127_290171 flag=0 multi=70.6473 len=20934	0.00005	0.00925	0.00001	0.00065	69	8
k127_1005680 flag=1 multi=72.2564 len=2974	0.00005	0.00869	0.00001	0.00076	69	8
k127_994621 flag=1 multi=49.9675 len=12358	0.00005	0.00680	0.00001	0.00043	69	7
k127_4377559 flag=1 multi=53.0000 len=5415	0.00005	0.00872	0.00001	0.00073	69	7
k127_5892565 flag=0 multi=62.1547 len=3470	0.00005	0.00867	0.00000	0.00056	69	6
k127_1907263 flag=1 multi=23.0000 len=9350	0.00005	0.00852	0.00000	0.00060	69	6
k127_209308 flag=1 multi=148.0000 len=2595	0.00005	0.00890	0.00000	0.00066	69	5
k127_931068 flag=1 multi=71.0000 len=4409	0.00005	0.00870	0.00000	0.00033	69	4
k127_5733291 flag=0 multi=114.4609 len=6423	0.00005	0.00821	0.00000	0.00047	69	4
k127_700379 flag=1 multi=50.0000 len=17336	0.00005	0.00799	0.00000	0.00016	69	3
k127_2415689 flag=0 multi=85.9449 len=17476	0.00005	0.00838	0.00000	0.00041	69	3
k127_2037648 flag=0 multi=44.2395 len=15389	0.00005	0.00818	0.00000	0.00037	69	3
k127_2647223 flag=0 multi=140.9014 len=3899	0.00005	0.00869	0.00000	0.00022	69	2
k127_206656 flag=0 multi=103.0977 len=3557	0.00005	0.00780	0.00000	0.00015	69	2
k127_4663655 flag=1 multi=61.0000 len=2578	0.00005	0.00891	0.00000	0.00014	69	1
k127_204813 flag=1 multi=27.5544 len=2369	0.00005	0.00864	0.00000	0.00012	69	1
k127_1265499 flag=1 multi=86.0000 len=2876	0.00005	0.00908	0.00000	0.00004	69	1
k127_4827722 flag=0 multi=41.3776 len=3821	0.00005	0.00879	0.00000	0.00000	69	0
k127_4367833 flag=1 multi=58.7618 len=6411	0.00005	0.00911	0.00000	0.00000	69	0
k127_4365792 flag=1 multi=25.0000 len=7525	0.00005	0.00940	0.00000	0.00000	69	0
k127_3751285 flag=1 multi=54.0000 len=12082	0.00005	0.00807	0.00000	0.00000	69	0
k127_35886 flag=1 multi=15.0000 len=7725	0.00005	0.00956	0.00000	0.00000	69	0
k127_2758859 flag=0 multi=149.2256 len=2193	0.00005	0.00923	0.00000	0.00000	69	0
k127_1512111 flag=1 multi=36.0000 len=4116	0.00005	0.00897	0.00000	0.00000	69	0
k127_1274217 flag=1 multi=62.6363 len=3660	0.00005	0.00888	0.00000	0.00000	69	0
k127_1118863 flag=1 multi=39.0000 len=3635	0.00005	0.00945	0.00000	0.00000	69	0
k127_5257260 flag=1 multi=154.0000 len=2035	0.00005	0.00887	0.00002	0.00320	68	27
k127_3458619 flag=1 multi=68.8506 len=9232	0.00005	0.00897	0.00002	0.00332	68	27
k127_961667 flag=0 multi=80.6904 len=5806	0.00005	0.00890	0.00002	0.00321	68	25
k127_1728727 flag=0 multi=119.3837 len=2944	0.00005	0.00779	0.00002	0.00228	68	24
k127_1812404 flag=1 multi=26.0000 len=8034	0.00005	0.00865	0.00002	0.00265	68	21
k127_990372 flag=1 multi=51.1481 len=9429	0.00005	0.00840	0.00002	0.00233	68	20
k127_2226417 flag=1 multi=40.0000 len=8757	0.00005	0.00938	0.00001	0.00243	68	19
k127_2452866 flag=1 multi=40.0000 len=18931	0.00005	0.00762	0.00001	0.00134	68	18
k127_260435 flag=0 multi=93.9445 len=3279	0.00005	0.00871	0.00001	0.00172	68	16
k127_651599 flag=1 multi=21.1486 len=3780	0.00005	0.00880	0.00001	0.00146	68	14
k127_5237945 flag=0 multi=100.1818 len=15284	0.00005	0.00851	0.00001	0.00157	68	14
