#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_70701 flag=1 multi=180.7094 len=11333	0.00414	0.70320	0.00000	0.00061	5279	6
k127_2267574 flag=0 multi=68.2173 len=10740	0.00414	0.70106	0.00001	0.00082	5278	8
k127_5590391 flag=0 multi=32.0181 len=13387	0.00414	0.68923	0.00003	0.00419	5274	37
k127_1298769 flag=0 multi=64.7656 len=18829	0.00412	0.69888	0.00000	0.00029	5252	3
k127_123060 flag=0 multi=29.0027 len=20265	0.00411	0.69495	0.00000	0.00023	5236	3
k127_3199757 flag=1 multi=36.7287 len=26790	0.00409	0.68889	0.00005	0.00812	5209	67
k127_3064606 flag=0 multi=24.0123 len=26189	0.00408	0.68244	0.00002	0.00257	5202	21
k127_5276850 flag=1 multi=28.4537 len=27498	0.00408	0.69236	0.00006	0.00908	5199	81
k127_47778 flag=0 multi=30.0012 len=20563	0.00408	0.69041	0.00001	0.00155	5198	18
k127_2356957 flag=0 multi=31.4984 len=31259	0.00408	0.68774	0.00001	0.00148	5194	16
k127_1626312 flag=1 multi=23.0000 len=15575	0.00408	0.68621	0.00000	0.00000	5193	0
k127_1534180 flag=0 multi=55.8227 len=12374	0.00405	0.68906	0.00001	0.00081	5163	11
k127_478066 flag=0 multi=39.0000 len=16473	0.00405	0.69811	0.00004	0.00560	5162	54
k127_260605 flag=0 multi=59.3654 len=10684	0.00405	0.69244	0.00000	0.00024	5161	3
k127_5187065 flag=0 multi=50.1241 len=30971	0.00405	0.67879	0.00005	0.00723	5156	62
k127_4877917 flag=1 multi=49.1958 len=10154	0.00405	0.69921	0.00001	0.00088	5155	7
k127_4761380 flag=0 multi=68.3301 len=14074	0.00404	0.68809	0.00001	0.00214	5146	18
k127_1756640 flag=0 multi=109.0670 len=13361	0.00402	0.68907	0.00000	0.00055	5126	4
k127_2551344 flag=0 multi=33.6935 len=20524	0.00402	0.68328	0.00000	0.00000	5121	0
k127_938532 flag=1 multi=72.4407 len=11634	0.00402	0.68063	0.00001	0.00246	5116	19
k127_955910 flag=0 multi=53.3830 len=27238	0.00400	0.66886	0.00004	0.00559	5092	55
k127_2267890 flag=1 multi=50.8399 len=16145	0.00399	0.67203	0.00056	0.09041	5077	715
k127_1187703 flag=0 multi=67.0000 len=11839	0.00397	0.66879	0.00001	0.00238	5053	19
k127_897125 flag=0 multi=77.3840 len=10933	0.00397	0.66879	0.00000	0.00005	5052	1
k127_1140151 flag=0 multi=60.5503 len=12924	0.00395	0.67598	0.00003	0.00424	5034	36
k127_5360514 flag=1 multi=42.0000 len=12679	0.00395	0.66617	0.00004	0.00533	5031	45
k127_735828 flag=0 multi=120.8419 len=13467	0.00395	0.66859	0.00001	0.00221	5030	17
k127_3027966 flag=0 multi=34.7925 len=27627	0.00394	0.65386	0.00012	0.01694	5013	148
k127_1847061 flag=1 multi=32.0000 len=24739	0.00393	0.65110	0.00002	0.00313	5009	29
k127_645139 flag=0 multi=143.8100 len=9443	0.00392	0.67355	0.00001	0.00164	4996	16
k127_2759 flag=0 multi=96.9085 len=12081	0.00392	0.67485	0.00001	0.00203	4996	16
k127_2720644 flag=0 multi=56.1975 len=27161	0.00390	0.65501	0.00005	0.00741	4962	59
k127_4272593 flag=0 multi=48.6204 len=27157	0.00389	0.67847	0.00000	0.00023	4956	3
k127_3578818 flag=0 multi=35.2342 len=31682	0.00388	0.67136	0.00001	0.00174	4947	14
k127_1473331 flag=0 multi=77.3673 len=9901	0.00387	0.66413	0.00001	0.00075	4929	7
k127_2092436 flag=1 multi=41.3618 len=21479	0.00386	0.64213	0.00012	0.01775	4918	150
k127_5681366 flag=1 multi=29.0000 len=16613	0.00386	0.64066	0.00001	0.00145	4912	12
k127_425138 flag=0 multi=42.2064 len=12312	0.00385	0.65909	0.00001	0.00179	4901	15
k127_27488 flag=0 multi=56.5705 len=14746	0.00384	0.64391	0.00001	0.00127	4896	16
k127_319499 flag=0 multi=135.6321 len=3639	0.00384	0.67817	0.00000	0.00019	4891	2
k127_825523 flag=0 multi=77.7510 len=3834	0.00384	0.66764	0.00005	0.00698	4885	59
k127_3058081 flag=0 multi=158.0749 len=13286	0.00382	0.65381	0.00004	0.00610	4866	50
k127_4131067 flag=1 multi=28.0000 len=23772	0.00381	0.62832	0.00002	0.00292	4856	26
k127_1456118 flag=0 multi=46.8575 len=26508	0.00379	0.63731	0.00001	0.00108	4827	11
k127_358608 flag=0 multi=43.9063 len=11801	0.00378	0.64006	0.00001	0.00143	4820	12
k127_5843839 flag=1 multi=75.9575 len=16319	0.00376	0.63028	0.00000	0.00007	4795	1
k127_3987637 flag=0 multi=25.9992 len=17846	0.00375	0.63103	0.00000	0.00016	4780	3
k127_644619 flag=0 multi=69.2001 len=9422	0.00372	0.63507	0.00000	0.00000	4737	0
k127_3237384 flag=0 multi=42.9059 len=92324	0.00370	0.65380	0.00007	0.01081	4716	83
k127_411189 flag=0 multi=84.4968 len=12167	0.00370	0.63045	0.00001	0.00208	4709	17
k127_3083864 flag=0 multi=86.3012 len=17458	0.00370	0.61821	0.00001	0.00099	4708	7
k127_4138915 flag=0 multi=45.0000 len=23024	0.00369	0.62377	0.00004	0.00600	4705	51
k127_592201 flag=0 multi=72.5189 len=13564	0.00369	0.62727	0.00001	0.00084	4696	8
k127_3012476 flag=0 multi=49.0179 len=8359	0.00368	0.63286	0.00003	0.00442	4691	34
k127_2827793 flag=0 multi=36.3722 len=13921	0.00367	0.61616	0.00001	0.00085	4680	8
k127_943279 flag=0 multi=228.5660 len=1521	0.00367	0.64669	0.00030	0.05198	4674	377
k127_3632447 flag=1 multi=47.0000 len=25155	0.00366	0.62109	0.00004	0.00645	4665	56
k127_1053976 flag=1 multi=112.6684 len=9228	0.00366	0.62404	0.00000	0.00032	4659	3
k127_3569205 flag=0 multi=60.2001 len=9778	0.00366	0.61905	0.00000	0.00000	4659	0
k127_1118690 flag=1 multi=37.1026 len=27025	0.00366	0.60374	0.00003	0.00396	4657	34
k127_2125392 flag=1 multi=23.0000 len=22689	0.00364	0.60076	0.00004	0.00519	4638	53
k127_5622787 flag=0 multi=24.0042 len=16656	0.00361	0.61296	0.00001	0.00075	4604	10
k127_16040 flag=1 multi=117.8464 len=10017	0.00361	0.62234	0.00000	0.00000	4601	0
k127_422269 flag=0 multi=127.7256 len=9539	0.00359	0.61554	0.00000	0.00035	4568	3
k127_164054 flag=0 multi=115.0932 len=9150	0.00358	0.61203	0.00000	0.00004	4563	1
k127_4504785 flag=1 multi=16.0013 len=25073	0.00358	0.59275	0.00000	0.00069	4562	6
k127_2151000 flag=0 multi=32.0318 len=14959	0.00357	0.59347	0.00000	0.00028	4541	2
k127_1760648 flag=0 multi=49.2264 len=10041	0.00356	0.60504	0.00000	0.00020	4539	2
k127_1091846 flag=1 multi=29.4769 len=24055	0.00356	0.58925	0.00004	0.00537	4531	49
k127_5322696 flag=1 multi=30.0000 len=23018	0.00355	0.59156	0.00010	0.01584	4524	126
k127_283136 flag=1 multi=80.3905 len=25946	0.00355	0.59588	0.00004	0.00560	4524	49
k127_2941472 flag=0 multi=85.7119 len=5615	0.00354	0.61174	0.00002	0.00320	4514	25
k127_143266 flag=0 multi=87.3301 len=11140	0.00354	0.60354	0.00001	0.00158	4503	15
k127_5558683 flag=0 multi=35.9965 len=14448	0.00352	0.59590	0.00002	0.00347	4489	29
k127_48849 flag=0 multi=113.0000 len=9439	0.00351	0.60395	0.00000	0.00027	4474	3
k127_2571686 flag=0 multi=46.6826 len=10870	0.00351	0.60278	0.00000	0.00004	4472	1
k127_349735 flag=1 multi=48.3908 len=8993	0.00350	0.59318	0.00000	0.00006	4452	1
k127_398165 flag=0 multi=55.6731 len=14429	0.00349	0.58439	0.00002	0.00218	4450	21
k127_3464022 flag=1 multi=19.0000 len=23870	0.00349	0.57352	0.00006	0.00922	4448	77
k127_4882615 flag=0 multi=28.0167 len=16259	0.00348	0.58710	0.00003	0.00596	4433	42
k127_2202610 flag=0 multi=109.6041 len=4108	0.00347	0.61329	0.00000	0.00000	4421	0
k127_1121000 flag=0 multi=82.0114 len=9423	0.00346	0.59341	0.00001	0.00083	4410	8
k127_266596 flag=0 multi=63.0999 len=9402	0.00346	0.58841	0.00000	0.00035	4409	4
k127_674481 flag=0 multi=56.9461 len=8827	0.00346	0.60268	0.00002	0.00335	4406	26
k127_5519120 flag=1 multi=33.0000 len=1294	0.00344	0.59289	0.00000	0.00000	4381	0
k127_979903 flag=0 multi=52.4507 len=8563	0.00344	0.58265	0.00000	0.00017	4378	3
k127_4372231 flag=1 multi=36.0000 len=26903	0.00343	0.58170	0.00008	0.01168	4370	102
k127_4352054 flag=1 multi=24.0000 len=24872	0.00343	0.56396	0.00003	0.00472	4368	39
k127_4632227 flag=0 multi=48.0530 len=8856	0.00343	0.58860	0.00000	0.00054	4363	5
k127_940223 flag=0 multi=88.8527 len=8744	0.00342	0.58311	0.00000	0.00023	4352	3
k127_686626 flag=0 multi=83.4735 len=9896	0.00340	0.58268	0.00002	0.00260	4334	25
k127_1978005 flag=0 multi=76.5894 len=8303	0.00340	0.57882	0.00001	0.00053	4334	9
k127_200812 flag=0 multi=115.7572 len=10951	0.00340	0.57184	0.00000	0.00031	4334	3
k127_1611436 flag=1 multi=40.0382 len=53395	0.00340	0.60033	0.00006	0.01036	4325	79
k127_2901043 flag=0 multi=35.9911 len=86765	0.00337	0.58912	0.00009	0.01549	4287	119
k127_4533106 flag=0 multi=46.9931 len=13237	0.00336	0.57350	0.00001	0.00165	4282	14
k127_87070 flag=1 multi=159.9416 len=2301	0.00336	0.57460	0.00001	0.00197	4279	16
k127_2820286 flag=1 multi=29.5558 len=25950	0.00333	0.55983	0.00000	0.00019	4235	3
k127_5341497 flag=1 multi=30.7683 len=18645	0.00332	0.55441	0.00008	0.01280	4226	106
k127_591233 flag=0 multi=35.0000 len=105598	0.00332	0.57993	0.00004	0.00745	4224	54
k127_160625 flag=1 multi=42.7611 len=48393	0.00331	0.58722	0.00005	0.00935	4221	69
k127_5781605 flag=0 multi=21.9996 len=24003	0.00331	0.55242	0.00004	0.00604	4219	54
k127_189912 flag=0 multi=24.9899 len=23957	0.00331	0.55356	0.00005	0.00791	4213	67
k127_2925679 flag=0 multi=55.7603 len=9121	0.00330	0.55743	0.00010	0.01368	4202	125
k127_4525055 flag=0 multi=101.5726 len=8857	0.00330	0.56858	0.00001	0.00116	4202	10
k127_1305340 flag=0 multi=63.3794 len=9052	0.00330	0.56289	0.00000	0.00000	4197	0
k127_3535811 flag=0 multi=134.5412 len=10296	0.00329	0.56093	0.00001	0.00156	4188	15
k127_2651513 flag=1 multi=25.0000 len=20851	0.00329	0.54800	0.00004	0.00556	4185	49
k127_3140491 flag=0 multi=43.4749 len=74557	0.00328	0.58086	0.00005	0.00872	4182	65
k127_444734 flag=0 multi=134.6900 len=10569	0.00328	0.55920	0.00002	0.00309	4180	24
k127_387119 flag=0 multi=89.0000 len=8736	0.00328	0.56021	0.00000	0.00000	4172	0
k127_129719 flag=0 multi=142.1700 len=5216	0.00327	0.56945	0.00001	0.00228	4169	17
k127_4472003 flag=0 multi=117.9514 len=7992	0.00325	0.55053	0.00001	0.00120	4137	9
k127_1103786 flag=0 multi=34.0000 len=14267	0.00323	0.54796	0.00001	0.00082	4119	7
k127_689009 flag=0 multi=137.7857 len=4924	0.00321	0.56778	0.00000	0.00066	4089	5
k127_1258849 flag=0 multi=81.0947 len=7955	0.00321	0.55377	0.00000	0.00064	4085	5
k127_1071980 flag=1 multi=43.1487 len=58745	0.00320	0.56400	0.00005	0.00800	4080	63
k127_528271 flag=0 multi=36.0000 len=12771	0.00320	0.54296	0.00000	0.00028	4075	2
k127_1163008 flag=0 multi=24.0179 len=23602	0.00320	0.53420	0.00004	0.00613	4071	55
k127_1420615 flag=1 multi=27.0000 len=22529	0.00319	0.52722	0.00002	0.00226	4065	20
k127_3105731 flag=0 multi=31.0060 len=21283	0.00318	0.52875	0.00001	0.00060	4050	8
k127_297397 flag=0 multi=30.1450 len=13607	0.00317	0.53846	0.00001	0.00088	4042	9
k127_539636 flag=0 multi=141.1185 len=12372	0.00317	0.54204	0.00003	0.00508	4041	42
k127_5893541 flag=0 multi=39.0031 len=56661	0.00316	0.55869	0.00006	0.01014	4020	75
k127_529720 flag=0 multi=37.0001 len=48507	0.00316	0.56025	0.00006	0.00904	4020	71
k127_2873493 flag=0 multi=88.8155 len=11320	0.00315	0.53727	0.00002	0.00288	4015	25
k127_1769213 flag=0 multi=29.9995 len=11695	0.00315	0.52752	0.00001	0.00083	4008	7
k127_4696310 flag=0 multi=26.0007 len=21573	0.00313	0.51084	0.00003	0.00400	3983	39
k127_3927359 flag=0 multi=63.1829 len=22856	0.00313	0.52507	0.00001	0.00097	3980	9
k127_2367543 flag=0 multi=44.8566 len=50785	0.00311	0.55140	0.00007	0.01244	3959	95
k127_5269865 flag=0 multi=67.3127 len=7419	0.00310	0.53815	0.00001	0.00089	3954	7
k127_3929115 flag=0 multi=84.0698 len=8284	0.00310	0.52972	0.00000	0.00006	3947	1
k127_5811404 flag=0 multi=29.0538 len=14073	0.00309	0.51945	0.00000	0.00004	3937	1
k127_1282486 flag=1 multi=149.5046 len=8001	0.00309	0.52575	0.00000	0.00000	3930	0
k127_950677 flag=1 multi=29.0000 len=12223	0.00307	0.51681	0.00000	0.00055	3909	6
k127_5070084 flag=1 multi=27.0000 len=17979	0.00306	0.50567	0.00003	0.00391	3893	44
k127_687539 flag=0 multi=34.6470 len=13970	0.00305	0.51427	0.00001	0.00168	3885	13
k127_2150578 flag=1 multi=23.0000 len=14186	0.00305	0.51810	0.00000	0.00042	3883	4
k127_4538477 flag=1 multi=35.7246 len=9248	0.00304	0.51397	0.00001	0.00129	3871	12
k127_4569995 flag=0 multi=82.1364 len=8582	0.00303	0.51549	0.00000	0.00028	3853	4
k127_1774202 flag=1 multi=23.9998 len=21919	0.00302	0.51048	0.00002	0.00341	3852	28
k127_2590257 flag=0 multi=35.0000 len=21380	0.00302	0.52065	0.00000	0.00028	3848	2
k127_4053041 flag=0 multi=23.0152 len=20498	0.00302	0.49472	0.00006	0.00795	3846	74
k127_5004208 flag=0 multi=31.9928 len=11946	0.00302	0.50599	0.00001	0.00125	3841	13
k127_3635737 flag=0 multi=95.1125 len=9084	0.00301	0.51036	0.00000	0.00079	3834	6
k127_4818451 flag=0 multi=87.5972 len=8415	0.00300	0.51006	0.00000	0.00061	3825	5
k127_1810397 flag=0 multi=67.1030 len=8153	0.00299	0.51464	0.00002	0.00253	3812	22
k127_2664779 flag=1 multi=28.0000 len=11834	0.00299	0.50688	0.00004	0.00531	3807	55
k127_2765024 flag=0 multi=64.5366 len=8044	0.00299	0.51503	0.00000	0.00067	3805	6
k127_4695268 flag=1 multi=40.0000 len=9415	0.00298	0.50100	0.00001	0.00155	3801	16
k127_503034 flag=0 multi=129.0000 len=3056	0.00298	0.50879	0.00019	0.02525	3791	240
k127_1593385 flag=1 multi=42.6956 len=22948	0.00297	0.50039	0.00005	0.00680	3786	59
k127_3725756 flag=0 multi=20.8892 len=19445	0.00297	0.49349	0.00002	0.00316	3782	29
k127_4687371 flag=0 multi=45.5328 len=9714	0.00295	0.49909	0.00001	0.00189	3758	17
k127_320427 flag=1 multi=43.7421 len=22051	0.00295	0.50213	0.00001	0.00107	3756	9
k127_983560 flag=0 multi=47.7670 len=20438	0.00294	0.49421	0.00003	0.00362	3746	34
k127_3375057 flag=0 multi=25.6639 len=10089	0.00293	0.49307	0.00000	0.00044	3734	3
k127_3557017 flag=0 multi=57.9517 len=7542	0.00293	0.49391	0.00000	0.00043	3731	3
k127_3653852 flag=0 multi=30.0443 len=13489	0.00293	0.49834	0.00006	0.00981	3729	71
k127_1947940 flag=0 multi=82.5085 len=6935	0.00293	0.50587	0.00000	0.00052	3729	4
k127_2413829 flag=0 multi=90.0156 len=7736	0.00292	0.49331	0.00000	0.00040	3714	5
k127_2334970 flag=0 multi=63.6983 len=9063	0.00290	0.49359	0.00002	0.00328	3697	25
k127_3819514 flag=0 multi=53.3113 len=19721	0.00289	0.48057	0.00006	0.00903	3675	81
k127_4148822 flag=0 multi=31.0049 len=12055	0.00287	0.48999	0.00001	0.00075	3654	10
k127_4748971 flag=1 multi=43.8936 len=22892	0.00287	0.48284	0.00000	0.00007	3653	1
k127_542750 flag=1 multi=32.0000 len=19787	0.00286	0.47892	0.00003	0.00433	3646	37
k127_1702987 flag=1 multi=26.1956 len=21928	0.00286	0.47709	0.00002	0.00338	3646	30
k127_4431499 flag=1 multi=59.0000 len=18869	0.00286	0.47973	0.00003	0.00429	3644	39
k127_2645409 flag=0 multi=98.5943 len=7539	0.00285	0.48647	0.00001	0.00088	3634	10
k127_3356331 flag=0 multi=69.0213 len=7068	0.00285	0.48646	0.00000	0.00000	3631	0
k127_4241170 flag=1 multi=40.0000 len=20927	0.00283	0.47446	0.00002	0.00238	3610	24
k127_2126320 flag=0 multi=57.0769 len=12785	0.00283	0.48292	0.00000	0.00000	3608	0
k127_5680483 flag=0 multi=107.0280 len=1162	0.00283	0.47499	0.00000	0.00044	3606	5
k127_1222391 flag=0 multi=99.9828 len=7700	0.00283	0.48514	0.00000	0.00028	3598	3
k127_4965515 flag=0 multi=97.4580 len=6802	0.00282	0.48399	0.00000	0.00000	3596	0
k127_5786518 flag=0 multi=80.0000 len=2495	0.00281	0.47733	0.00001	0.00203	3579	18
k127_2150222 flag=1 multi=72.3172 len=20136	0.00280	0.46309	0.00003	0.00433	3565	37
k127_3578744 flag=0 multi=28.9910 len=21196	0.00280	0.46080	0.00010	0.01283	3561	126
k127_972801 flag=0 multi=59.0000 len=9846	0.00279	0.47337	0.00001	0.00132	3548	15
k127_5166873 flag=1 multi=36.7532 len=95342	0.00278	0.48564	0.00004	0.00608	3544	45
k127_5007998 flag=0 multi=109.9694 len=9232	0.00277	0.47093	0.00001	0.00195	3533	17
k127_1450162 flag=1 multi=36.0707 len=14082	0.00277	0.47528	0.00006	0.01024	3528	75
k127_4218441 flag=1 multi=55.5313 len=9594	0.00277	0.47131	0.00001	0.00081	3522	8
k127_3506752 flag=0 multi=105.2586 len=8510	0.00276	0.46912	0.00001	0.00164	3517	14
k127_3834653 flag=1 multi=31.0000 len=21145	0.00275	0.44772	0.00002	0.00349	3504	31
k127_5497209 flag=1 multi=39.8873 len=13478	0.00275	0.46008	0.00001	0.00142	3498	11
k127_4797046 flag=0 multi=128.3430 len=7170	0.00275	0.46361	0.00002	0.00276	3497	20
k127_4017448 flag=1 multi=30.4826 len=19334	0.00273	0.45913	0.00006	0.01116	3482	82
k127_98866 flag=1 multi=95.8229 len=6897	0.00273	0.46224	0.00001	0.00237	3475	19
k127_5239875 flag=0 multi=33.9348 len=20007	0.00273	0.45570	0.00001	0.00171	3475	17
k127_2688947 flag=0 multi=119.4349 len=7981	0.00273	0.46957	0.00005	0.00733	3474	63
k127_2033331 flag=1 multi=75.2178 len=13381	0.00273	0.46042	0.00005	0.00737	3474	60
k127_3085758 flag=1 multi=35.0000 len=19053	0.00273	0.46158	0.00006	0.00932	3472	72
k127_3137897 flag=0 multi=35.7175 len=19925	0.00272	0.45521	0.00004	0.00665	3466	53
k127_2573098 flag=0 multi=123.5688 len=7671	0.00270	0.45979	0.00000	0.00046	3439	4
k127_183111 flag=1 multi=38.0000 len=21265	0.00270	0.45837	0.00000	0.00067	3433	6
k127_1528268 flag=1 multi=30.0000 len=12494	0.00269	0.44620	0.00020	0.03049	3432	249
k127_1582679 flag=0 multi=87.1439 len=6570	0.00268	0.45483	0.00000	0.00000	3412	0
k127_4178787 flag=0 multi=132.1721 len=7913	0.00267	0.44755	0.00000	0.00012	3405	2
k127_2646226 flag=1 multi=40.0864 len=20309	0.00266	0.44585	0.00002	0.00158	3392	22
k127_419901 flag=0 multi=93.6270 len=4897	0.00266	0.45840	0.00001	0.00073	3392	10
k127_4047622 flag=0 multi=35.8158 len=20119	0.00266	0.43942	0.00001	0.00139	3388	14
k127_1244345 flag=1 multi=39.9014 len=18315	0.00265	0.44105	0.00001	0.00056	3381	7
k127_6878 flag=0 multi=24.7816 len=20174	0.00265	0.43910	0.00000	0.00005	3375	1
k127_613969 flag=0 multi=43.5129 len=7900	0.00265	0.45792	0.00002	0.00244	3371	20
k127_2205906 flag=0 multi=103.4538 len=6984	0.00265	0.44980	0.00005	0.00694	3369	68
k127_1358379 flag=1 multi=24.0000 len=17551	0.00264	0.43499	0.00005	0.00663	3364	59
k127_2135725 flag=0 multi=87.8342 len=1502	0.00262	0.45766	0.00036	0.06028	3337	460
k127_473644 flag=0 multi=26.9987 len=18653	0.00262	0.42288	0.00000	0.00005	3337	1
k127_3729749 flag=1 multi=52.3952 len=19235	0.00262	0.44911	0.00000	0.00000	3334	0
k127_975748 flag=1 multi=36.0000 len=17975	0.00262	0.44195	0.00003	0.00402	3333	35
k127_5374195 flag=1 multi=26.0000 len=16764	0.00262	0.42758	0.00001	0.00101	3333	10
k127_5265188 flag=0 multi=26.0000 len=12560	0.00262	0.43817	0.00001	0.00152	3332	12
k127_2274053 flag=0 multi=30.0000 len=11556	0.00262	0.45039	0.00000	0.00053	3332	5
k127_1704565 flag=0 multi=87.8388 len=8696	0.00261	0.44419	0.00002	0.00346	3326	27
k127_970809 flag=1 multi=45.3708 len=15963	0.00261	0.44181	0.00002	0.00235	3325	22
k127_1520780 flag=0 multi=27.0182 len=17978	0.00260	0.43773	0.00007	0.01096	3314	86
k127_1374178 flag=0 multi=23.8409 len=19836	0.00260	0.43127	0.00002	0.00306	3313	26
k127_1728903 flag=0 multi=87.2955 len=8083	0.00260	0.44600	0.00000	0.00027	3309	3
k127_673659 flag=1 multi=42.8659 len=23812	0.00260	0.44891	0.00000	0.00000	3305	0
k127_3759160 flag=1 multi=112.5364 len=2761	0.00259	0.42147	0.00004	0.00324	3301	46
k127_3332107 flag=0 multi=69.1160 len=9102	0.00259	0.44089	0.00002	0.00304	3295	23
k127_4213990 flag=0 multi=29.4988 len=11106	0.00257	0.43808	0.00000	0.00069	3269	5
k127_1883251 flag=1 multi=18.0000 len=18257	0.00256	0.42388	0.00001	0.00214	3264	17
k127_191899 flag=0 multi=30.0034 len=9071	0.00256	0.43214	0.00002	0.00348	3262	27
k127_587723 flag=0 multi=45.5747 len=6570	0.00256	0.43712	0.00001	0.00114	3260	9
k127_4141649 flag=1 multi=24.0000 len=17844	0.00254	0.42131	0.00004	0.00598	3238	48
k127_707748 flag=0 multi=46.6360 len=5196	0.00254	0.42738	0.00000	0.00057	3234	5
k127_3358000 flag=0 multi=26.0034 len=10348	0.00254	0.42697	0.00005	0.00650	3230	59
k127_5277905 flag=0 multi=52.3555 len=6181	0.00254	0.43307	0.00001	0.00124	3230	12
k127_38127 flag=0 multi=27.2506 len=18768	0.00253	0.42638	0.00001	0.00205	3220	19
k127_4796081 flag=1 multi=98.7010 len=1291	0.00253	0.43600	0.00000	0.00000	3217	0
k127_5186433 flag=1 multi=45.0000 len=15410	0.00253	0.41513	0.00003	0.00443	3216	37
k127_686327 flag=0 multi=24.5731 len=19502	0.00252	0.42563	0.00001	0.00093	3213	10
k127_191442 flag=0 multi=95.4626 len=6052	0.00252	0.42854	0.00001	0.00107	3212	8
k127_3352164 flag=0 multi=107.0070 len=8394	0.00252	0.42839	0.00001	0.00126	3208	13
k127_1320102 flag=1 multi=29.0000 len=17570	0.00252	0.40853	0.00004	0.00565	3204	50
k127_3546320 flag=1 multi=193.6262 len=4734	0.00251	0.43386	0.00006	0.00967	3193	78
k127_5169932 flag=0 multi=17.0000 len=18529	0.00250	0.41199	0.00000	0.00032	3182	4
k127_5562399 flag=0 multi=51.5150 len=5867	0.00249	0.41954	0.00001	0.00124	3172	10
k127_3685789 flag=1 multi=42.7730 len=10301	0.00248	0.42323	0.00004	0.00577	3158	46
k127_3954084 flag=1 multi=44.7345 len=42322	0.00248	0.44001	0.00007	0.01127	3155	85
k127_3832228 flag=0 multi=18.9956 len=16112	0.00248	0.41616	0.00008	0.01060	3153	106
k127_1914753 flag=1 multi=28.0000 len=10947	0.00248	0.41587	0.00000	0.00009	3153	2
k127_1353658 flag=0 multi=85.1883 len=7064	0.00247	0.41681	0.00001	0.00111	3148	9
k127_4982976 flag=1 multi=19.0000 len=16982	0.00247	0.41352	0.00002	0.00252	3146	22
k127_3621973 flag=1 multi=32.0000 len=14013	0.00246	0.41822	0.00010	0.01515	3137	124
k127_4088254 flag=1 multi=29.0000 len=10353	0.00246	0.42013	0.00001	0.00124	3129	11
k127_2589590 flag=0 multi=63.8743 len=1408	0.00245	0.41042	0.00039	0.06441	3125	499
k127_837356 flag=0 multi=86.1808 len=5679	0.00245	0.41177	0.00000	0.00000	3124	0
k127_1345136 flag=0 multi=51.0029 len=18997	0.00245	0.40813	0.00001	0.00071	3119	7
k127_1703576 flag=0 multi=85.5240 len=6247	0.00245	0.41175	0.00000	0.00000	3116	0
k127_995558 flag=1 multi=23.3761 len=10955	0.00245	0.40970	0.00000	0.00000	3115	0
k127_1054772 flag=0 multi=212.7225 len=228986	0.00245	0.38565	0.00036	0.05294	3114	464
k127_4962949 flag=0 multi=20.9879 len=16678	0.00244	0.41149	0.00001	0.00179	3112	17
k127_392098 flag=1 multi=34.0000 len=76357	0.00244	0.43184	0.00004	0.00761	3110	55
k127_2122496 flag=1 multi=19.0000 len=17155	0.00244	0.40177	0.00003	0.00451	3105	38
k127_40061 flag=1 multi=21.0000 len=17361	0.00243	0.40224	0.00004	0.00639	3100	49
k127_2158484 flag=0 multi=120.5038 len=56860	0.00243	0.39337	0.00010	0.01584	3099	133
